businessName,normalizedName,projects,pipelineProjects,recentProjects,latestApplication,latestCompletion,cities,counties,targetScore,nextStep,clearbitQuery,candidateDomain,candidateUrl,candidateTitle,candidateSnippet,discoveryStatus,discoveryError
"Fusion Energy Services, LLC","fusion energy services","144","0","61","2026-01-07","2026-05-21","Greenwich | Canandaigua | Pennellville | Endicott | Clifton Springs | Rushville | Oneida | Central Square","Washington | Ontario | Oswego | Tioga | Oneida | Wayne | Cayuga | Tompkins","233","Find official domain, then audit careers/jobs pages for detailed solar offers.","fusion energy services","","","","","no_official_domain_candidate",""
"Solar Generation (dba for Eiger 3970 Consultants Inc.)","solar generation dba for eiger 3970 consultants","295","0","60","2025-01-03","2026-04-28","Brewster | Peekskill | Saugerties | Woodstock | West Hurley | Kingston | Bloomville | Boiceville","Putnam | Westchester | Ulster | Delaware | Greene | Dutchess | Sullivan | Columbia","230","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar generation dba for eiger consultants","","","","","no_official_domain_candidate",""
"Geotherm Inc","geotherm","200","0","60","2025-11-22","2026-04-29","Ithaca | Canandaigua | West Monroe | Palmyra | Webster | Walworth | Marion | Ontario","Tompkins | Ontario | Oswego | Wayne | Monroe | Cayuga | Livingston | Orleans","230","Find official domain, then audit careers/jobs pages for detailed solar offers.","geotherm","","","","","no_official_domain_candidate",""
"Revolution Solar (dba for Doherty Electric)","revolution solar dba for doherty electric","124","0","53","2025-10-28","2026-04-21","Cooperstown | South Kortright | Schenevus | Cherry Valley | Worcester | Cobleskill | Middleburgh | Margaretville","Otsego | Delaware | Schoharie | Greene | Herkimer | Madison | Chenango | Oneida","209","Find official domain, then audit careers/jobs pages for detailed solar offers.","revolution solar dba for doherty electric","","","","","no_official_domain_candidate",""
"Smart Home Energy Source","smart home energy source","125","0","52","2026-02-13","2026-05-06","Middle Island | Miller Place | Ronkonkoma | Montauk | Holtsville | Lake Grove | Mattituck | Selden","Suffolk | Nassau | Queens | Kings | Richmond | Bronx | Putnam","206","Find official domain, then audit careers/jobs pages for detailed solar offers.","smart home energy source","smarthomeenergysource.com","https://smarthomeenergysource.com","Smart Home Energy Source","","candidate_found",""
"Sunrise Solar Solutions, LLC","sunrise solar solutions","728","0","46","2024-06-14","2025-01-30","Cutchogue | Port Chester | Hempstead | Bronx | Hastings on Hudson | Pleasantville | Larchmont | Mount Vernon","Suffolk | Westchester | Nassau | Bronx | Rockland | Putnam | Orange | Greene","188","Find official domain, then audit careers/jobs pages for detailed solar offers.","sunrise solar solutions","sunrisesolar-eg.com","https://sunrisesolar-eg.com","SunRise Solar Solutions","","candidate_found",""
"Brooklyn Solar Partners LLC","brooklyn solar partners","126","0","36","2025-04-02","2026-02-02","Jamaica | South Richmond Hill | Howard Beach | Ozone Park | Springfield Gardens | Saint Albans | South Ozone Park | Rosedale","Queens | Kings | Richmond | Bronx | Westchester | Ulster","158","Find official domain, then audit careers/jobs pages for detailed solar offers.","brooklyn solar partners","","","","","no_official_domain_candidate",""
"New Leaf Solar LLC","new leaf solar","61","0","35","2025-09-22","2026-05-28","Berne | West Kill | Greenville | Millbrook | Peru | Ticonderoga | Chestertown | Putnam Station","Albany | Greene | Dutchess | Clinton | Essex | Warren | Washington | Fulton","155","Find official domain, then audit careers/jobs pages for detailed solar offers.","new leaf solar","","","","","no_official_domain_candidate",""
"Sungineer Solar (dba for Bashing Panels LLC)","sungineer solar dba for bashing panels","74","0","34","2026-07-09","2026-07-29","Ithaca | Harrison | Trumansburg | Aurora | Newfield | Brooktondale | Slaterville Springs | Candor","Tompkins | Westchester | Cayuga | Tioga | Onondaga | Chemung | Madison | Cortland","152","Find official domain, then audit careers/jobs pages for detailed solar offers.","sungineer solar dba for bashing panels","","","","","no_official_domain_candidate",""
"GAF Energy LLC","gaf energy","32","0","32","2024-09-19","2025-02-03","Irvington | Port Chester | Brewster | Somers | Middletown | Kerhonkson | Hopewell Junction | Lagrangeville","Westchester | Putnam | Orange | Ulster | Dutchess | Wayne | Onondaga | Monroe","128","Find official domain, then audit careers/jobs pages for detailed solar offers.","gaf energy","gaf.energy","https://gaf.energy","GAF Energy","","candidate_found",""
"Hudson Solar Solutions LLC","hudson solar solutions","32","0","32","2026-02-10","2026-07-03","Accord | Gilboa | Boiceville | Rhinebeck | Red Hook | High Falls | Bearsville | Margaretville","Ulster | Schoharie | Dutchess | Delaware | Columbia | Albany | Rensselaer | Saratoga","128","Find official domain, then audit careers/jobs pages for detailed solar offers.","hudson solar solutions","","","","","no_official_domain_candidate",""
"Buffalo Solar Solutions, Inc.","buffalo solar solutions","527","0","31","2026-02-12","2026-07-27","Carmel | Cobleskill | Howes Cave | Fishkill | Dexter | Ontario | Skaneateles | Canandaigua","Putnam | Schoharie | Dutchess | Jefferson | Monroe | Onondaga | Ontario | Erie","143","Find official domain, then audit careers/jobs pages for detailed solar offers.","buffalo solar solutions","buffalosolarsolutions.com","https://buffalosolarsolutions.com","Buffalo Solar Solutions","","candidate_found",""
"Indent Builders Inc","indent builders","32","0","31","2026-02-02","2026-06-17","Howard Beach | Ridgewood | Brooklyn | Staten Island | Cold Spring | Mount Kisco | Red Hook | Washingtonville","Queens | Kings | Richmond | Putnam | Westchester | Dutchess | Orange","125","Find official domain, then audit careers/jobs pages for detailed solar offers.","indent builders","","","","","no_official_domain_candidate",""
"DMV EQUITY, INC.","dmv equity","74","0","29","2025-08-08","2025-12-30","South Ozone Park | Astoria | Staten Island | Bronx | New Rochelle | Yonkers | Tarrytown | Mamaroneck","Queens | Richmond | Bronx | Westchester | Putnam | Rockland | Orange | Greene","137","Find official domain, then audit careers/jobs pages for detailed solar offers.","dmv equity","dmvequityrealestate.com","https://dmvequityrealestate.com","DMV Equity","","candidate_found",""
"Go Solar, LLC","go solar","49","0","29","2025-10-02","2025-12-29","Lockport | Lewiston | Burt | North Tonawanda | Lancaster | Barker | East Amherst | Stafford","Niagara | Erie | Genesee | Wyoming | Allegany | Cattaraugus | Chautauqua","136","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar","","","","","no_official_domain_candidate",""
"VSG Power inc.","vsg power","29","0","29","2026-02-28","2026-07-01","Canandaigua | Buffalo | Lancaster | Angola | Holland | Rush | Orchard Park | Hamburg","Ontario | Erie | Monroe | Chautauqua | Cattaraugus","116","Find official domain, then audit careers/jobs pages for detailed solar offers.","vsg power","","","","","no_official_domain_candidate",""
"770 Electric Corp.","770 electric","114","0","26","2025-09-20","2026-04-22","Massapequa Park | Levittown | Bethpage | Fresh Meadows | Oakland Gardens | Far Rockaway | Richmond Hill | Howard Beach","Nassau | Queens | Kings | Richmond | New York | Bronx | Westchester","128","Find official domain, then audit careers/jobs pages for detailed solar offers.","electric","electriczoo.com","https://electriczoo.com","Electric Zoo","","candidate_found",""
"SolEnergy NY LLC","solenergy ny","26","0","26","2025-12-08","2026-07-01","Whitestone | Queens Village | Bronx | Scarsdale | Tarrytown | Hartsdale | Rye | Mount Vernon","Queens | Bronx | Westchester","104","Find official domain, then audit careers/jobs pages for detailed solar offers.","solenergy","sol-energy.at","https://sol-energy.at","SOLeNERGY","","candidate_found",""
"Electricade LLC DBA Superior Solar USA","electricade dba superior solar usa","26","0","26","2025-05-31","2025-08-13","Mount Vernon | Patterson | Carmel | Slate Hill | Monroe | Spring Valley | Middletown | Liberty","Westchester | Putnam | Orange | Rockland | Sullivan | Ulster | Delaware | Dutchess","104","Find official domain, then audit careers/jobs pages for detailed solar offers.","electricade dba superior solar usa","","","","","no_official_domain_candidate",""
"Croton Energy Group","croton energy group","108","0","25","2025-06-24","2025-09-04","Port Chester | New Rochelle | Rye | Tuckahoe | Hastings on Hudson | Larchmont | Dobbs Ferry | Pleasantville","Westchester | Putnam | Rockland | Rensselaer | Franklin | Warren | Essex | Hamilton","125","Find official domain, then audit careers/jobs pages for detailed solar offers.","croton energy group","crotonenergy.com","https://crotonenergy.com","Croton Energy Group","","candidate_found",""
"Solar One, Inc.","solar one","46","0","25","2025-10-29","2026-05-21","Far Rockaway | Little Neck | Flushing | Hollis | Jamaica | Maspeth | Middle Village | Brooklyn","Queens | Kings | Richmond | Bronx | Westchester | Suffolk","121","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar one","solarone.me","https://solarone.me","Solar One","","candidate_found",""
"Solar Environment LLC","solar environment","25","0","25","2025-11-05","2026-06-11","Durham | East Berne | Claverack | Schaghticoke | Ballston Spa | Lake George | Saratoga Springs | Schenectady","Greene | Albany | Columbia | Rensselaer | Saratoga | Warren | Schenectady | Washington","100","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar environment","","","","","no_official_domain_candidate",""
"Next Generation Solar, LLC","next generation solar","86","0","24","2024-07-12","2025-02-11","Winthrop | Camden | Dolgeville | Rensselaer Falls | Watertown | Morristown | Old Forge | Liverpool","St Lawrence | Oneida | Fulton | Jefferson | Herkimer | Onondaga | Cayuga | Oswego","122","Find official domain, then audit careers/jobs pages for detailed solar offers.","next generation solar","nextgenerationsolar.org","https://nextgenerationsolar.org","Next Generation Solar","","candidate_found",""
"Solarize Plus Inc","solarize plus","24","0","24","2026-02-25","2026-07-30","Brooklyn | Staten Island | Pomona | Spring Valley | Monroe | Highland Mills | Bronx | Mount Kisco","Kings | Richmond | Rockland | Orange | Bronx | Westchester","96","Find official domain, then audit careers/jobs pages for detailed solar offers.","solarize plus","solarizeplus.com","https://solarizeplus.com","Solarize Plus","","candidate_found",""
"ADK Solar","adk solar","58","0","23","2025-12-11","2026-01-22","Rainbow Lake | Au Sable Forks | Schroon Lake | Saranac Lake | Bloomingdale | Chazy | Elizabethtown | Lake Clear","Franklin | Essex | Clinton | St Lawrence | Warren | Hamilton","119","Find official domain, then audit careers/jobs pages for detailed solar offers.","adk solar","","","","","no_official_domain_candidate",""
"Sunday Energy LLC","sunday energy","23","0","23","2025-12-03","2026-05-29","Brooklyn | Staten Island","Kings | Richmond","92","Find official domain, then audit careers/jobs pages for detailed solar offers.","sunday energy","sundayenergy.no","https://sundayenergy.no","SUNDAY ENERGY DA","","candidate_found",""
"J&A Electrical Construction LLC","j a electrical construction","73","0","22","2024-11-20","2025-05-05","Saugerties | Ballston Spa | Rome | Boonville | Forestport | Camden | Taberg | Remsen","Ulster | Saratoga | Oneida | Onondaga | Otsego | Oswego | Herkimer | Hamilton","116","Find official domain, then audit careers/jobs pages for detailed solar offers.","electrical construction","elco-co.com","https://elco-co.com","Electrical Construction & Contracting","","candidate_found",""
"NxtPhase Solar Energy (dba for DCF Energy Group, LLC)","nxtphase solar energy dba for dcf energy group","28","0","19","2026-01-28","2026-06-04","Jefferson | Poestenkill | Albany | Altamont | Troy | Schenectady | Lake George | North Creek","Schoharie | Rensselaer | Albany | Schenectady | Warren | Oneida | Fulton","85","Find official domain, then audit careers/jobs pages for detailed solar offers.","nxtphase solar energy dba for dcf energy group","","","","","no_official_domain_candidate",""
"Marcor Construction, Inc","marcor construction","21","0","19","2026-05-08","2026-06-01","Coram | Centereach | Hampton Bays | Levittown | Mount Sinai | Islandia | Nesconset | Brentwood","Suffolk | Nassau","78","Find official domain, then audit careers/jobs pages for detailed solar offers.","marcor construction","marcorny.com","https://marcorny.com","Marcor Construction","","candidate_found",""
"Proven Energy Systems LLC","proven energy systems","88","0","18","2025-10-11","2025-12-05","Redwood | Brier Hill | Evans Mills | Hammond | Clayton | Ogdensburg | Cape Vincent | Gouverneur","Jefferson | St Lawrence | Lewis","104","Find official domain, then audit careers/jobs pages for detailed solar offers.","proven energy systems","provenenergysystems.com","https://provenenergysystems.com","Proven Energy Systems","","candidate_found",""
"Ameresco, Inc.","ameresco","48","0","18","2025-09-23","2026-06-03","Brooklyn | Staten Island | Bronx | New York | Ossining | Carmel | Mahopac | Yorktown Heights","Kings | Richmond | Bronx | New York | Westchester | Putnam | Rockland | Orange","102","Find official domain, then audit careers/jobs pages for detailed solar offers.","ameresco","ameresco.com","https://ameresco.com","Ameresco","","candidate_found",""
"NY State Solar (dba for NYSS LLC)","ny state solar dba for nyss","1222","0","17","2024-08-13","2025-03-03","Centereach | Medford | East Setauket | Holbrook | Ronkonkoma | Manorville | Shoreham | Lake Grove","Suffolk | Nassau | Queens | Richmond | Kings","101","Find official domain, then audit careers/jobs pages for detailed solar offers.","state solar dba for nyss","","","","","no_official_domain_candidate",""
"Centurion Solar Energy","centurion solar energy","22","0","17","2025-12-10","2026-05-14","West Islip | Central Islip | Little Neck | College Point | Forest Hills | Woodside | Astoria | Bellerose","Suffolk | Queens | Kings | Richmond | Bronx | Putnam","73","Find official domain, then audit careers/jobs pages for detailed solar offers.","centurion solar energy","centurionsolar.com","https://centurionsolar.com","Centurion Solar Energy","","candidate_found",""
"Discover Green Renewable Energy LLC","discover green renewable energy","21","0","17","2025-11-30","2026-02-12","Glen Cove | Bellmore | Woodmere | Oceanside | Brooklyn | Whitestone | Ridgewood | Flushing","Nassau | Kings | Queens | Richmond | Bronx | Westchester","72","Find official domain, then audit careers/jobs pages for detailed solar offers.","discover green renewable energy","","","","","no_official_domain_candidate",""
"Empire Solar Store (dba Wiltshire Renewable Energy Systems, LLC)","empire solar store dba wiltshire renewable energy systems","138","0","16","2025-11-08","2025-12-19","Cold Spring | Warwick | East Berne | Earlton | Catskill | Middleburgh | Saugerties | Ravena","Putnam | Orange | Albany | Greene | Schoharie | Ulster | Dutchess | Rensselaer","98","Find official domain, then audit careers/jobs pages for detailed solar offers.","empire solar store dba wiltshire renewable energy systems","","","","","no_official_domain_candidate",""
"Autonomous Energies, LLC","autonomous energies","55","0","16","2025-12-11","2026-04-22","Verplanck | West Kill | Mount Tremper | Red Hook | Walden | Lake Katrine | Boiceville | Kingston","Westchester | Greene | Ulster | Dutchess | Orange | Columbia","98","Find official domain, then audit careers/jobs pages for detailed solar offers.","autonomous energies","","","","","no_official_domain_candidate",""
"Fourth Coast, Inc","fourth coast","250","0","15","2025-06-18","2026-05-14","La Fargeville | Morris | Clayton | Hammond | Cape Vincent | Gouverneur | Heuvelton | Boonville","Jefferson | Otsego | St Lawrence | Oneida | Franklin | Lewis | Onondaga | Oswego","95","Find official domain, then audit careers/jobs pages for detailed solar offers.","fourth coast","fourthcoast.com","https://fourthcoast.com","Fourth Coast","","candidate_found",""
"Aries Power","aries power","35","0","15","2026-05-29","2026-06-23","New Rochelle | Schoharie | Red Hook | New Paltz | Tivoli | Schenectady | Gardiner | Troy","Westchester | Schoharie | Dutchess | Ulster | Albany | Rensselaer | Schenectady | Herkimer","80","Find official domain, then audit careers/jobs pages for detailed solar offers.","aries power","aries-power.com","https://aries-power.com","ARIES Power Systems","","candidate_found",""
"Ecovis Group Inc","ecovis group","15","0","14","2023-12-28","2026-07-23","Buffalo | East Amherst","Erie","57","Find official domain, then audit careers/jobs pages for detailed solar offers.","ecovis group","ecovisgroup.com","https://ecovisgroup.com","Ecovis Commercial","","candidate_found",""
"Solar Energy Systems, LLC","solar energy systems","182","0","13","2023-10-11","2025-12-02","Commack | Oakland Gardens | Bayside | Flushing | Richmond Hill | Kew Gardens | Jamaica | Little Neck","Suffolk | Queens | Kings | Richmond | New York | Bronx | Westchester | Rockland","89","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar energy systems","solaresystems.com","https://solaresystems.com","Solar Energy Systems","","candidate_found",""
"John Mills Electric Inc.","john mills electric","124","0","13","2025-12-05","2026-05-06","Johnson City | Horseheads | Elmira | Pine City | Marathon | Vestal | Big Flats | Spencer","Broome | Chemung | Cortland | Tompkins | Tioga | Livingston | Ontario | Steuben","89","Find official domain, then audit careers/jobs pages for detailed solar offers.","john mills electric","johnmillselectric.com","https://johnmillselectric.com","John Mills Electric","","candidate_found",""
"Jordan Energy & Food Enterprises, LLC","jordan energy food enterprises","21","0","13","2025-12-11","2026-02-10","Liberty | Walden | Goshen | Sharon Springs | New Paltz | Kingston | Salt Point | Hoosick Falls","Sullivan | Orange | Schoharie | Ulster | Dutchess | Rensselaer | Columbia | Saratoga","60","Find official domain, then audit careers/jobs pages for detailed solar offers.","jordan energy food enterprises","jordanenergy.org","https://jordanenergy.org","Jordan Energy & Food Enterprises","","candidate_found",""
"Solar Glory NY Inc","solar glory ny","13","0","13","2026-01-29","2026-06-17","Fresh Meadows | Ozone Park | Forest Hills | Flushing | Rego Park | Brooklyn | Queens Village","Queens | Kings","52","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar glory","","","","","no_official_domain_candidate",""
"Sunrise Electrical Services LLC dba Sunrise Power Solutions","sunrise electrical services dba sunrise power solutions","125","0","12","2025-06-12","2026-06-24","East Setauket | Shelter Island | Miller Place | Holtsville | Lake Grove | Centereach | Stony Brook | Holbrook","Suffolk | Nassau | Queens | New York | Westchester | Putnam | Orange | Ulster","86","Find official domain, then audit careers/jobs pages for detailed solar offers.","sunrise electrical services dba sunrise power solutions","","","","","no_official_domain_candidate",""
"RWE Clean Energy Solutions Inc.","rwe clean energy solutions","58","0","12","2023-10-28","2024-06-20","Bellerose | Woodside | Brooklyn | Staten Island | Pelham | New Rochelle | Port Chester | Mamaroneck","Queens | Kings | Richmond | Westchester | Putnam | Rockland | Orange","86","Find official domain, then audit careers/jobs pages for detailed solar offers.","rwe clean energy solutions","","","","","no_official_domain_candidate",""
"REpower, LLC","repower","20","0","12","2025-04-08","2026-03-27","Woodside | Bronx | White Plains | New Rochelle | Port Chester | Tarrytown | Waccabuc","Queens | Bronx | Westchester","56","Find official domain, then audit careers/jobs pages for detailed solar offers.","repower","repower.com","https://repower.com","Repower","","candidate_found",""
"US Energy Concierge, Inc","us energy concierge","61","0","11","2024-11-13","2025-02-18","Cold Spring | Garrison | Cortlandt Manor | Carmel | Brewster | North Branch | Rock Tavern | New Hampton","Putnam | Westchester | Sullivan | Orange | Greene | Dutchess | Ulster | Rensselaer","83","Find official domain, then audit careers/jobs pages for detailed solar offers.","energy concierge","","","","","no_official_domain_candidate",""
"1st Light Energy","1st light energy","1183","0","10","2025-03-19","2026-07-03","Massapequa | West Hempstead | Far Rockaway | College Point | South Richmond Hill | Lynbrook | Ozone Park | Fresh Meadows","Nassau | Queens | Kings | Richmond | Bronx | New York | Westchester | Rockland","80","Find official domain, then audit careers/jobs pages for detailed solar offers.","light energy","lightenergydevelopment.net","https://lightenergydevelopment.net","Light Energy Development","","candidate_found",""
"Skyline Solar Inc.","skyline solar","196","0","9","2025-10-02","2025-10-31","Camden | Henderson | Alexandria Bay | Mexico | Hannibal | Central Square | Oswego | Fulton","Oneida | Jefferson | Oswego | Cayuga | Onondaga | Cortland | Madison | Herkimer","77","Find official domain, then audit careers/jobs pages for detailed solar offers.","skyline solar","skylinesolarpower.com","https://skylinesolarpower.com","Skyline Solar","","candidate_found",""
"HORIZON SOLAR LLC","horizon solar","79","0","9","2025-10-31","2026-04-30","Southampton | Medford | Selden | Port Jefferson | Shirley | Centereach | Manorville | Patchogue","Suffolk | Nassau","77","Find official domain, then audit careers/jobs pages for detailed solar offers.","horizon solar","horizonsolarelectric.com","https://horizonsolarelectric.com","Horizon Solar Electric","","candidate_found",""
"East West Electric (dba for Buzzard's Ridge Group LLC)","east west electric dba for buzzard s ridge group","15","0","9","2025-11-04","2026-02-17","Schoharie | Cooperstown | Sharon Springs | Averill Park | Cropseyville | Petersburg | Sand Lake | Richville","Schoharie | Otsego | Rensselaer | St Lawrence | Delaware","42","Find official domain, then audit careers/jobs pages for detailed solar offers.","east west electric dba for buzzard ridge group","","","","","no_official_domain_candidate",""
"OPAL ENERGY GROUP LLC","opal energy group","9","0","9","2026-03-13","2026-07-06","Pleasantville | Newburgh | Highland | Kingston | Medina | Ovid | Lakeville","Westchester | Orange | Ulster | Orleans | Seneca | Livingston","36","Find official domain, then audit careers/jobs pages for detailed solar offers.","opal energy group","opal.energy","https://opal.energy","Opal Energy Group","","candidate_found",""
"Sundog Solar, Inc.","sundog solar","181","0","8","2025-11-25","2026-04-14","Westerlo | Delanson | Hensonville | Elka Park | Ravena | Rhinebeck | Kingston | Altamont","Albany | Schoharie | Greene | Dutchess | Ulster | Delaware | Otsego | Columbia","74","Find official domain, then audit careers/jobs pages for detailed solar offers.","sundog solar","sundog.solar","https://sundog.solar","Sundog Solar","","candidate_found",""
"EVO ENERGY INC","evo energy","8","0","8","2025-06-27","2025-11-05","New Windsor | Dover Plains | Marlboro | Poughkeepsie | Hyde Park | Jay | Penn Yan","Orange | Dutchess | Ulster | Essex | Yates","32","Find official domain, then audit careers/jobs pages for detailed solar offers.","evo energy","joinevoenergy.com","https://joinevoenergy.com","EVO Energy","","candidate_found",""
"Upstate Alternative Energy","upstate alternative energy","110","0","7","2025-09-09","2025-10-30","Kirkville | Brewerton | Syracuse | Oswego | Phoenix | Pulaski | Marietta | Cazenovia","Onondaga | Oswego | Madison | Oneida | Cayuga | Jefferson | Cortland | Wayne","71","Find official domain, then audit careers/jobs pages for detailed solar offers.","upstate alternative energy","upstate-ae.com","https://upstate-ae.com","Upstate Alternative Energy","","candidate_found",""
"Green Visions Solar LLC","green visions solar","58","0","7","2023-10-20","2024-01-22","Woodgate | Blossvale | Constantia | Jamesville | Fulton | Cazenovia | Oswego | Manlius","Oneida | Oswego | Onondaga | Madison | Cayuga | Broome | Jefferson | Herkimer","71","Find official domain, then audit careers/jobs pages for detailed solar offers.","green visions solar","","","","","no_official_domain_candidate",""
"Powerlutions","powerlutions","36","0","7","2024-09-05","2026-03-12","East Islip | Brooklyn | Long Island City | Pomona | Thiells | Garnerville | New City | Suffern","Suffolk | Kings | Queens | Rockland | Orange","57","Find official domain, then audit careers/jobs pages for detailed solar offers.","powerlutions","powerlutions.com","https://powerlutions.com","PowerLutions Solar","","candidate_found",""
"Energy Brite Insulation and Solar Corp","energy brite insulation and solar","21","0","7","2026-03-31","2026-05-05","Brooklyn | Staten Island","Kings | Richmond","42","Find official domain, then audit careers/jobs pages for detailed solar offers.","energy brite insulation and solar","","","","","no_official_domain_candidate",""
"64 Solar LLC","64 solar","15","0","7","2025-06-04","2025-10-02","Jamaica | Port Chester | Mount Vernon | Carmel | Cortlandt Manor | Bedford Hills | Chappaqua | New City","Queens | Westchester | Putnam | Rockland | Orange","36","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar","","","","","no_official_domain_candidate",""
"Solar Bear Energy LLC","solar bear energy","10","0","7","2024-11-22","2025-04-02","Westtown | Cornwall | Woodridge | Bloomingburg | Livingston Manor | Goshen | Highland Lake | Glen Spey","Orange | Sullivan","31","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar bear energy","solarbearenergy.com","https://solarbearenergy.com","Solar Bear Energy","","candidate_found",""
"Finger Lakes Renewable Energy, LLC","finger lakes renewable energy","109","0","6","2025-05-28","2025-10-06","Auburn | Ithaca | Binghamton | Trumansburg | Freeville | Vestal | Spencer | Lansing","Cayuga | Tompkins | Broome | Onondaga | Madison | Tioga | Cortland | Steuben","68","Find official domain, then audit careers/jobs pages for detailed solar offers.","finger lakes renewable energy","","","","","no_official_domain_candidate",""
"SUNGAIN LLC","sungain","6","0","6","2025-06-18","2025-08-07","Staten Island","Richmond","24","Find official domain, then audit careers/jobs pages for detailed solar offers.","sungain","","","","","no_official_domain_candidate",""
"Freedom Solar","freedom solar","259","0","5","2024-05-30","2026-04-14","Flushing | Jackson Heights | Scarsdale | Cortlandt Manor | Ellenville | Wappingers Falls | Albany | Blossvale","Queens | Westchester | Ulster | Dutchess | Albany | Oneida | Saratoga | Clinton","65","Find official domain, then audit careers/jobs pages for detailed solar offers.","freedom solar","freedomsolarpower.com","https://freedomsolarpower.com","Freedom Solar","","candidate_found",""
"altPower, Inc.","altpower","88","0","5","2024-05-23","2025-11-20","Bayside | Richmond Hill | Queens Village | Oakland Gardens | Woodside | Forest Hills | Rego Park | Corona","Queens | Kings | New York | Richmond | Bronx | Westchester | Putnam | Dutchess","65","Find official domain, then audit careers/jobs pages for detailed solar offers.","altpower","altpower.com","https://altpower.com","altPOWER","","candidate_found",""
"Rural Generation & Wind","rural generation wind","47","0","5","2024-08-27","2025-11-12","Sharon Springs | Boonville | Hastings | West Monroe | Central Square | Oswego | Mallory | Fulton","Schoharie | Oneida | Oswego | Jefferson | Herkimer | Onondaga | Erie | Wyoming","62","Find official domain, then audit careers/jobs pages for detailed solar offers.","rural generation wind","","","","","no_official_domain_candidate",""
"County Solar Solutions, Inc.","county solar solutions","5","0","5","2024-10-25","2025-01-21","Carmel | Shrub Oak | Ossining | Cortlandt Manor | Yorktown Heights","Putnam | Westchester","20","Find official domain, then audit careers/jobs pages for detailed solar offers.","county solar solutions","","","","","no_official_domain_candidate",""
"PTM Solar Inc","ptm solar","5","0","5","2026-04-21","2026-04-29","Black River | Camillus | Syracuse | Auburn","Jefferson | Onondaga | Cayuga","20","Find official domain, then audit careers/jobs pages for detailed solar offers.","ptm solar","","","","","no_official_domain_candidate",""
"AMERICAN SOLAR PARTNERS, LLC","american solar partners","540","0","4","2025-04-08","2026-07-01","Shirley | Patchogue | Sound Beach | Lake Grove | Farmingville | Sag Harbor | Coram | Ronkonkoma","Suffolk | Nassau | Queens | Kings | Richmond | Bronx | New York | Westchester","62","Find official domain, then audit careers/jobs pages for detailed solar offers.","american solar partners","americansolarpartners.com","https://americansolarpartners.com","American Solar Partners","","candidate_found",""
"Premier Solar Solutions","premier solar solutions","142","0","4","2023-06-21","2025-03-25","Stony Brook | East Setauket | Brookhaven | Ridge | Manorville | Centereach | Ronkonkoma | Mastic Beach","Suffolk | Nassau | Queens | Kings | Richmond | Bronx | New York | Westchester","62","Find official domain, then audit careers/jobs pages for detailed solar offers.","premier solar solutions","","","","","no_official_domain_candidate",""
"Novel Approaches Solar Applications, LLC","novel approaches solar applications","97","0","4","2025-10-22","2026-01-22","Brewster | Middletown | Warwick | Bloomingburg | Otisville | Port Jervis | Highland Mills | Loch Sheldrake","Putnam | Orange | Sullivan | Ulster","62","Find official domain, then audit careers/jobs pages for detailed solar offers.","novel approaches solar applications","","","","","no_official_domain_candidate",""
"Solar Alchemy, Inc.","solar alchemy","67","0","4","2024-05-11","2025-02-14","Wurtsboro | Livingston Manor | Sparrow Bush | Otisville | Warwick | Middletown | Mountain Dale | Pine Bush","Sullivan | Orange | Ulster | Greene | Dutchess","62","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar alchemy","solaralchemypv.com","https://solaralchemypv.com","Solar Alchemy","","candidate_found",""
"Hudson Valley Wind & Solar, LLC","hudson valley wind solar","29","0","4","2024-09-19","2024-10-23","Port Jervis | Rhinebeck | Ellenville | Red Hook | Livingston Manor | Hillsdale | Amenia | Stone Ridge","Orange | Dutchess | Ulster | Sullivan | Columbia","41","Find official domain, then audit careers/jobs pages for detailed solar offers.","hudson valley wind solar","","","","","no_official_domain_candidate",""
"Power Guru, LLC","power guru","21","0","4","2025-10-11","2026-02-13","Cambridge | Hoosick Falls | Delmar | Eagle Bridge | Buskirk | Johnsonville | Argyle | Galway","Washington | Rensselaer | Albany | Saratoga","33","Find official domain, then audit careers/jobs pages for detailed solar offers.","power guru","power-guru.com","https://power-guru.com","Power Guru","","candidate_found",""
"Renua Energy Inc.","renua energy","4","0","4","2025-12-11","2026-04-14","Parksville | Beacon | Delmar | Canton","Sullivan | Dutchess | Albany | St Lawrence","16","Find official domain, then audit careers/jobs pages for detailed solar offers.","renua energy","renuaenergy.com","https://renuaenergy.com","Renua Energy","","candidate_found",""
"SunCommon II; LLC","suncommon ii","4","0","4","2026-04-23","2026-07-24","Roxbury | Clinton Corners | Hillsdale","Delaware | Dutchess | Columbia","16","Find official domain, then audit careers/jobs pages for detailed solar offers.","suncommon","suncommon.com","https://suncommon.com","SunCommon","","candidate_found",""
