businessName,normalizedName,projects,pipelineProjects,recentProjects,latestApplication,latestCompletion,cities,counties,targetScore,nextStep,clearbitQuery,candidateDomain,candidateUrl,candidateTitle,candidateSnippet,discoveryStatus,discoveryError,homepageUrl,careerUrls,detailJobUrls,careerPageFound,atsDetected,jobPostingDetected,detailedJobCount,auditStatus,auditNote
"Upstate Alternative Energy","upstate alternative energy","110","0","7","2025-09-09","2025-10-30","Kirkville | Brewerton | Syracuse | Oswego | Phoenix | Pulaski | Marietta | Cazenovia","Onondaga | Oswego | Madison | Oneida | Cayuga | Jefferson | Cortland | Wayne","71","Find official domain, then audit careers/jobs pages for detailed solar offers.","upstate alternative energy","upstate-ae.com","https://upstate-ae.com","Upstate Alternative Energy","","candidate_found","","https://upstate-ae.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Powerlutions","powerlutions","36","0","7","2024-09-05","2026-03-12","East Islip | Brooklyn | Long Island City | Pomona | Thiells | Garnerville | New City | Suffern","Suffolk | Kings | Queens | Rockland | Orange","57","Find official domain, then audit careers/jobs pages for detailed solar offers.","powerlutions","powerlutions.com","https://powerlutions.com","PowerLutions Solar","","candidate_found","","https://powerlutions.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Solar Bear Energy LLC","solar bear energy","10","0","7","2024-11-22","2025-04-02","Westtown | Cornwall | Woodridge | Bloomingburg | Livingston Manor | Goshen | Highland Lake | Glen Spey","Orange | Sullivan","31","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar bear energy","solarbearenergy.com","https://solarbearenergy.com","Solar Bear Energy","","candidate_found","","https://solarbearenergy.com/","https://solarbearenergy.com/contact.html","","true","false","false","0","rejected_insufficient_detailed_jobs","Found 0 detailed job page(s); requires at least 3."
"Freedom Solar","freedom solar","259","0","5","2024-05-30","2026-04-14","Flushing | Jackson Heights | Scarsdale | Cortlandt Manor | Ellenville | Wappingers Falls | Albany | Blossvale","Queens | Westchester | Ulster | Dutchess | Albany | Oneida | Saratoga | Clinton","65","Find official domain, then audit careers/jobs pages for detailed solar offers.","freedom solar","freedomsolarpower.com","https://freedomsolarpower.com","Freedom Solar","","candidate_found","","https://www.gofreedompower.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"altPower, Inc.","altpower","88","0","5","2024-05-23","2025-11-20","Bayside | Richmond Hill | Queens Village | Oakland Gardens | Woodside | Forest Hills | Rego Park | Corona","Queens | Kings | New York | Richmond | Bronx | Westchester | Putnam | Dutchess","65","Find official domain, then audit careers/jobs pages for detailed solar offers.","altpower","altpower.com","https://altpower.com","altPOWER","","candidate_found","","https://www.altpower.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"AMERICAN SOLAR PARTNERS, LLC","american solar partners","540","0","4","2025-04-08","2026-07-01","Shirley | Patchogue | Sound Beach | Lake Grove | Farmingville | Sag Harbor | Coram | Ronkonkoma","Suffolk | Nassau | Queens | Kings | Richmond | Bronx | New York | Westchester","62","Find official domain, then audit careers/jobs pages for detailed solar offers.","american solar partners","americansolarpartners.com","https://americansolarpartners.com","American Solar Partners","","candidate_found","","https://www.americansolarpartners.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Solar Alchemy, Inc.","solar alchemy","67","0","4","2024-05-11","2025-02-14","Wurtsboro | Livingston Manor | Sparrow Bush | Otisville | Warwick | Middletown | Mountain Dale | Pine Bush","Sullivan | Orange | Ulster | Greene | Dutchess","62","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar alchemy","solaralchemypv.com","https://solaralchemypv.com","Solar Alchemy","","candidate_found","","http://www.solaralchemypv.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Power Guru, LLC","power guru","21","0","4","2025-10-11","2026-02-13","Cambridge | Hoosick Falls | Delmar | Eagle Bridge | Buskirk | Johnsonville | Argyle | Galway","Washington | Rensselaer | Albany | Saratoga","33","Find official domain, then audit careers/jobs pages for detailed solar offers.","power guru","power-guru.com","https://power-guru.com","Power Guru","","candidate_found","","https://www.power-guru.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Renua Energy Inc.","renua energy","4","0","4","2025-12-11","2026-04-14","Parksville | Beacon | Delmar | Canton","Sullivan | Dutchess | Albany | St Lawrence","16","Find official domain, then audit careers/jobs pages for detailed solar offers.","renua energy","renuaenergy.com","https://renuaenergy.com","Renua Energy","","candidate_found","","https://renuaenergy.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"SunCommon II; LLC","suncommon ii","4","0","4","2026-04-23","2026-07-24","Roxbury | Clinton Corners | Hillsdale","Delaware | Dutchess | Columbia","16","Find official domain, then audit careers/jobs pages for detailed solar offers.","suncommon","suncommon.com","https://suncommon.com","SunCommon","","candidate_found","","https://suncommon.com/","https://suncommon.com/careers/","","true","true","false","0","rejected_ats","Known ATS reference found on career page."
"Dragon Solar LLC","dragon solar","20","0","3","2023-07-13","2023-08-29","Groton | Cortland | Homer | La Fayette | Spencer | Rochester | Churchville | Conesus","Tompkins | Cortland | Onondaga | Monroe | Livingston","29","Find official domain, then audit careers/jobs pages for detailed solar offers.","dragon solar","dragoncontractors.com","https://dragoncontractors.com","Dragon Solar","","candidate_found","","https://dragoncontractors.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Core Development Group, LLC","core development group","3","0","3","2024-10-09","2025-11-04","Jamaica | Maspeth","Queens","12","Find official domain, then audit careers/jobs pages for detailed solar offers.","core development group","coredevusa.com","https://coredevusa.com","Core Development Group","","candidate_found","","https://www.coredevusa.com/","https://www.coredevusa.com/company/careers/","","true","false","true","0","rejected_jobposting","JobPosting schema found on career page."
"JG Renovations LLC","jg renovations","3","0","3","2025-12-04","2026-01-28","Felts Mills | Fulton | Syracuse","Jefferson | Oswego | Onondaga","12","Find official domain, then audit careers/jobs pages for detailed solar offers.","renovations","21renovations.com","https://21renovations.com","21 Renovations","","candidate_found","","https://21renovations.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Crest Solar, LLC","crest solar","86","0","2","2023-05-06","2023-08-21","Schoharie | Warnerville | Granville | Fort Ann | Plattsburgh | Norfolk | Westport | Ellenburg Depot","Schoharie | Washington | Clinton | St Lawrence | Essex | Franklin | Warren | Schenectady","56","Find official domain, then audit careers/jobs pages for detailed solar offers.","crest solar","crestsolarpower.com","http://crestsolarpower.com/","Crest Solar LLC: Home","[curt@crestsolarpower.com](mailto:curt@crestsolarpower.com)

## Business Hours
Crest Solar LLC","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"Max Solar, Inc.","max solar","63","0","2","2023-03-07","2023-05-18","Black River | Watertown | Carthage | Lowville | Alexandria Bay | Natural Bridge | Winthrop | Rensselaer Falls","Jefferson | Lewis | St Lawrence | Hamilton | Livingston","56","Find official domain, then audit careers/jobs pages for detailed solar offers.","max solar","maxsolarinc.com","https://maxsolarinc.com","Max Solar","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"Nautilus Solar Energy, LLC","nautilus solar energy","23","0","2","2023-11-29","2026-06-24","Port Jervis | Westtown | Chester | Altamont | Champlain | Rexford | Camden | Canton","Orange | Albany | Clinton | Saratoga | Oneida | St Lawrence | Onondaga | Chenango","29","Find official domain, then audit careers/jobs pages for detailed solar offers.","nautilus solar energy","nautilussolar.com","https://nautilussolar.com","Nautilus Solar Energy","","candidate_found","","https://nautilussolar.com/","https://nautilussolar.com/careers","","true","true","false","0","rejected_ats","Known ATS reference found on career page."
"Buffalo Renewables, Inc.","buffalo renewables","4","0","2","2025-10-08","2026-01-09","Java Center | Batavia | North Tonawanda | Houghton","Wyoming | Genesee | Niagara | Allegany","10","Find official domain, then audit careers/jobs pages for detailed solar offers.","buffalo renewables","buffalorenewables.green","https://buffalorenewables.green","Buffalo Renewables","","candidate_found","","https://buffalorenewables.green/","https://buffalorenewables.green/career-opportunities/|https://buffalorenewables.green/events/","","true","false","false","0","rejected_insufficient_detailed_jobs","Found 0 detailed job page(s); requires at least 3."
"Grid City Electric Corp","grid city electric","334","0","1","2023-01-06","2023-04-10","Ridge | Medford | Selden | Mastic Beach | Shirley | East Moriches | Southampton | Stony Brook","Suffolk | Nassau | Queens | Kings | Richmond | New York | Bronx","53","Find official domain, then audit careers/jobs pages for detailed solar offers.","grid city electric","gridcitysolar.com","https://gridcitysolar.com","Grid City Electric","","candidate_found","","https://gridcitysolar.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"GO SOLAR/GREEN NY LLC","go solar green ny","110","0","1","2023-11-23","2024-04-08","Bay Shore | Lindenhurst | West Babylon | Jamaica | Rockaway Park | Bellerose | Baldwin | Fresh Meadows","Suffolk | Queens | Nassau | Kings | Richmond | New York | Bronx | Westchester","53","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar green","solargreen.ph","https://solargreen.ph","SOLAR GREEN","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"Kool-Temp Heating & Cooling Inc.","kool temp heating cooling","18","0","1","2024-02-08","2024-06-03","West Coxsackie | Earlton | Athens | Palenville | Ravena | Greenville | East Durham | Hudson","Greene | Albany | Columbia | Dutchess | Rensselaer","21","Find official domain, then audit careers/jobs pages for detailed solar offers.","kool temp heating cooling","kooltemp.com","https://kooltemp.com","Kool Temp Heating & Cooling","","candidate_found","","https://kooltemp.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
"Vanguard Energy Partners, LLC","vanguard energy partners","8","0","1","2025-05-01","2026-05-21","Lake Grove | Farmingville | Holbrook | Holtsville | New York | Tarrytown | Angola","Suffolk | New York | Westchester | Erie","11","Find official domain, then audit careers/jobs pages for detailed solar offers.","vanguard energy partners","vanguardenergypartners.com","https://vanguardenergypartners.com","Vanguard Energy Partners","","candidate_found","","https://www.vanguardenergypartners.com/","","","false","true","false","0","rejected_ats","Known ATS reference found on homepage."
"Summit Solar Company LLC","summit solar","7","0","1","2025-02-13","2025-04-21","Flushing | Rosedale | Jamaica | Springfield Gardens | Astoria | Staten Island","Queens | Richmond","10","Find official domain, then audit careers/jobs pages for detailed solar offers.","summit solar","mysummitsolar.com","https://mysummitsolar.com","Summit Solar","","candidate_found","","","","","false","false","false","0","audit_error","Homepage could not be fetched as HTML."
"New England Solar & Green Solutions, Inc.","new england solar green solutions","7","0","1","2023-08-29","2024-11-20","Hillsdale | East Schodack | Schenectady | Cohoes | Hudson | Latham | Petersburg","Columbia | Rensselaer | Schenectady | Albany","10","Find official domain, then audit careers/jobs pages for detailed solar offers.","new england solar green solutions","nesolarandgreen.com","https://nesolarandgreen.com","New England Solar & Green Solutions","","candidate_found","","https://nesolarandgreen.com/","","","false","false","false","0","rejected_no_career_page","No provider-hosted Careers/Jobs link found on homepage."
