source,ccn,providerName,ownershipType,address,city,state,zipCode,telephone,medicareEpisodesProxy,targetScore,sizeRationale,nextStep
CMS home health provider info,059140,"MED CARE, INC",PROPRIETARY,"12722 RIVERSIDE DR, STE 101",VALLEY VILLAGE,CA,91607,8183369811,455,100,455 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,059190,"SUPREME HEALTHCARE, INC.",PROPRIETARY,28312 CONSTELLATION RD SUITE A,VALENCIA,CA,91355,8188301155,449,100,449 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,059216,"SWEETGRACE HOME HEALTH SERVICES, LLC",PROPRIETARY,6101 CHERRY AVENUE SUITE 108,FONTANA,CA,92336,9094637400,444,100,444 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,059354,BLIZE HEALTHCARE,PROPRIETARY,"750 ALFRED NOBEL DR, SUITE 204",HERCULES,CA,94547,5106478057,452,100,452 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,059612,"PROHEALTH HOME CARE, INC",PROPRIETARY,"1776 WEST MARCH LANE, SUITE 400A",STOCKTON,CA,95207,8773115001,446,100,446 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,059628,"HELPING HANDS HOME HEALTH CARE & HOSPICE, INC.",PROPRIETARY,"851 BURLWAY RD., SUITE 408",BURLINGAME,CA,94010,6502869000,444,100,444 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,557603,TENDER CARE HOME HEALTH,PROPRIETARY,317 W LAS TUNAS DRIVE #208,SAN GABRIEL,CA,91776,6269438988,456,100,456 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,557784,ASSISTED HOME HEALTH,PROPRIETARY,1126 N GRAND AVE SUITE 205,WEST COVINA,CA,91724,6269749720,445,100,445 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559010,"AINO HOME HEALTH, INC",PROPRIETARY,9010 CORBIN AVE UNIT 4A,NORTHRIDGE,CA,91324,8183928992,446,100,446 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559334,EXPRESS HOMESERVICE INC,PROPRIETARY,7220 WOODMAN AVE SUITE 205,VAN NUYS,CA,91405,8184525484,453,100,453 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559353,VANESSA HOME HEALTH SERVICES,PROPRIETARY,18740 VENTURA BLVD SUITE 209,TARZANA,CA,91356,8186678838,455,100,455 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559360,"GOLDEN TOUCH HOME HEALTH, INC",PROPRIETARY,2001 BEVERLY BLVD SUITE 215,LOS ANGELES,CA,90057,8186184515,456,100,456 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559443,HEALTH SHIELD HOME HEALTH SERVICES,PROPRIETARY,"3914 MURPHY CANYON ROAD,, SUITE A163",SAN DIEGO,CA,92123,8589870533,455,100,455 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559491,"CARE PARTNER HOME HEALTH, INC",PROPRIETARY,"6420 VAN NUYS BLVD, SUITE 101",VAN NUYS,CA,91401,8186601005,448,100,448 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559523,EMERALD HEALTH AND WELLNESS,PROPRIETARY,2321 W MARCH LANE,STOCKTON,CA,95207,2094906701,451,100,451 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559537,"CITY OF ANGELS HOME HEALTH, INC",PROPRIETARY,22141 VENTURA BLVD SUITE 207,WOODLAND HILLS,CA,91364,8189145806,445,100,445 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559555,"HEALTH MAX HOME HEALTH, INC",PROPRIETARY,"1903 N GLENOAKS BLVD, SUITE C",VAN NUYS,CA,91405,8884077783,452,100,452 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559565,ELITE HOME HEALTH GROUP,PROPRIETARY,2829 N SAN FERNANDO RD. SUITE 201,LOS ANGELES,CA,90065,6263496002,444,100,444 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,757009,"NOEL HOME HEALTH CARE, INC.",-,2505 FOOTHILL BLVD SUITE A,LA CRESCENTA,CA,91214,-,452,100,452 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,757013,"PLATINUM HEALTH CARE SERVICES, INC.",-,8001 LAUREL CANYON BLVD SUITE 103,NORTH HOLLYWOOD,CA,91605,8185721480,451,100,451 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,067471,NAMASTE HOME HEALTH,PROPRIETARY,5161 E ARAPAHOE RD STE 320,CENTENNIAL,CO,80122,3032287783,454,100,454 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,109080,APOGEE HOME HEALTH,PROPRIETARY,"15127 S JOG RD, STE 202",DELRAY BEACH,FL,33446,-,451,100,451 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,109554,AMERICAN HOME HEALTH PROVIDERS CORP,PROPRIETARY,3408 W 84TH ST STE 203,HIALEAH,FL,33018,-,456,100,456 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,683193,FLEET LANDING HOME CARE,NON-PROFIT,1 FLEET LANDING BLVD,ATLANTIC BEACH,FL,32233,9042099758,452,100,452 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,687027,LEGACY HOME HEALTH CARE INC,PROPRIETARY,445 S LAWRENCE BLVD,KEYSTONE HEIGHTS,FL,32656,3524787030,451,100,451 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,687162,"SENIOR SUPPORT SERVICING, LLC",PROPRIETARY,5404 HOOVER BLVD 12,HILLSBOROUGH,FL,33634,8006107042,453,100,453 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,147450,HOME HLTH SVCS OF HAMMOND HENRY HOSP,PROPRIETARY,534 N CENTER ST,GENESEO,IL,61254,3099444853,449,100,449 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,147706,"CARING TOUCH, INC.",PROPRIETARY,10700 W. HIGGINS ROAD STE 320,ROSEMONT,IL,60018,8476747200,447,100,447 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,147802,AVESENA HOME HEALTH CARE,PROPRIETARY,"221 E LAKE STREET, #108",ADDISON,IL,60101,6308332486,452,100,452 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,147893,"SUPREME HOME HEALTH, INC",PROPRIETARY,"2625 BUTTERFIELD ROAD, SUITE 132N",OAK BROOK,IL,60523,6306459200,446,100,446 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,147951,"ABSOLUTE HEALTHCARE SYSTEMS, INC",PROPRIETARY,222 S PROSPECT AVE,PARK RIDGE,IL,60068,8476350700,454,100,454 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,147960,"PRIMECARE HOME HEALTH SERVICES, INC",PROPRIETARY,"7383 NORTH LINCOLN AVENUE, SUITE 120",LINCOLNWOOD,IL,60712,8475681778,455,100,455 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,148131,LION'S HEART HOME HEALTH INC,PROPRIETARY,7370 NORTH LINCOLN AVENUE SUITE C,LINCOLNWOOD,IL,60712,8479834881,446,100,446 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,148157,"TOTAL HEALTH HOME CARE SERVICES, INC",PROPRIETARY,"19150 S KEDZIE AVE, SUITE 202",FLOSSMOOR,IL,60422,7087996022,450,100,450 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,148311,"VANGUARD HEALTH & WELLNESS, LLC",PROPRIETARY,"1585 ELLINWOOD AVENUE, SUITE 100",DES PLAINES,IL,60016,8554382431,445,100,445 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,237460,SUMMIT HOME HEALTH,NON-PROFIT,"530 STEPHENSON HWY, STE 110",TROY,MI,48371,8883020503,452,100,452 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,267622,AMERICARE HOME HEALTH SOLUTIONS,PROPRIETARY,164 WESTMOUNT DRIVE,FARMINGTON,MO,63640,5735460701,450,100,450 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,267665,"HEALTHY FAMILY HOME CARE, LLC",PROPRIETARY,"16024 MANCHESTER ROAD, #200",ELLISVILLE,MO,63011,6365942332,449,100,449 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,347004,"LIBERTY HOME CARE VI, LLC",GOVERNMENT OPERATED,93 NC HWY 125,ROANOKE RAPIDS,NC,27870,-,451,100,451 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,347308,LIBERTY HOME CARE,PROPRIETARY,"705B WESLEY PINES ROAD, SUITE A",LUMBERTON,NC,28358,9108153122,452,100,452 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,287004,BROOKESTONE HOME HEALTH & HOSPICE,PROPRIETARY,"1335 M ST., STE. 101",GERING,NE,69341,3086301430,445,100,445 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,297118,RELIANCE HEALTH CARE LLC,PROPRIETARY,2578 BELCASTRO ST STE 102,LAS VEGAS,NV,89117,7023841427,444,100,444 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,297121,"OPTIMUM HEALTH CARE, LLC",PROPRIETARY,3481 E. SUNSET RD,LAS VEGAS,NV,89119,7022620031,444,100,444 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,337261,PERSONAL TOUCH HOME AIDES OF NEW YORK INC,PROPRIETARY,2555 OCEAN AVE,BROOKLYN,NY,11229,7183756111,447,100,447 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,337451,"YOUR CHOICE AT HOME, INC",PROPRIETARY,380 HENRY STREET,BROOKLYN,NY,11201,7188557080,455,100,455 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,367076,PUTNAM COUNTY HOMECARE,GOVERNMENT OPERATED,575 O-G ROAD,OTTAWA,OH,45875,4195234449,455,100,455 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,367564,OHIO LIVING HOME HEALTH GREATER CLEVELAND,NON-PROFIT,"36500 EUCLID AVE, SUITE 152",WILLOUGHBY,OH,44094,4409531256,453,100,453 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,368220,HERITAGE HEALTH CARE,PROPRIETARY,1840 WEST HIGH STREET,PIQUA,OH,45356,9372999903,446,100,446 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,369258,TLC HOME HEALTHCARE LLC,PROPRIETARY,8775 EAST MARKET STREET SUITE 2,WARREN,OH,44484,3306476199,456,100,456 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,377050,INTEGRIS HOME CARE NORTHEAST,NON-PROFIT,207 2ND AVE SW,MIAMI,OK,74354,9185402577,452,100,452 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,377698,"BEST HOME HEALTH CARE, INC",PROPRIETARY,"1920 E. 1ST STREET, STE C",CHANDLER,OK,74834,4052580035,451,100,451 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,377729,"GRAYSON HOME HEALTH, INC",PROPRIETARY,142 W MAIN STREET,DURANT,OK,74701,5807459470,445,100,445 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,377788,"HOLISTIC HOME CARE HOME HEALTH, LLC",PROPRIETARY,201 SW MAIN ST,KEOTA,OK,74941,9189663356,444,100,444 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,397092,HOSPITAL HOME CARE SERVICES,NON-PROFIT,105 LEE STREET,WARREN,PA,16365,8147262853,448,100,448 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,397292,NASON HOSPITAL HOME HEALTH AGENCY,PROPRIETARY,820 EAST MAIN STREET,ROARING SPRING,PA,16673,8142242141,445,100,445 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,457905,TREASURE LIFE HEALTHCARE SERVICES INCORPORATED,PROPRIETARY,"8111 LBJ FREEWAY, SUITE 1330A",DALLAS,TX,75251,2144846084,445,100,445 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,679259,ELITE HOME HEALTH,PROPRIETARY,2400 LAKEVIEW DR. STE 114,AMARILLO,TX,79109,8063568911,452,100,452 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,679436,SUNRISE HEALTH CARE SERVICES LTD,PROPRIETARY,2516 BUDDY OWENS AVENUE,MCALLEN,TX,78504,9566826717,444,100,444 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,679654,CARE OF EXCELLENCE HOME HEALTH,PROPRIETARY,751 US HIGHWAY 287 NORTH SUITE 104,MANSFIELD,TX,76063,8178424263,445,100,445 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,743186,MARANATHA HOME HEALTH,PROPRIETARY,2100 VIRGINA DR STE 100-A,GRAND PRAIRIE,TX,75051,9729920190,449,100,449 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,747112,HOME NURSING,PROPRIETARY,"601 E 2ND ST, STE F",ODESSA,TX,79761,4326178125,446,100,446 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,747216,WELLNESS HEALTHCARE INC,PROPRIETARY,434 PARK GROVE LANE,KATY,TX,77450,8324370217,451,100,451 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,747774,CARIDAD HEALTHCARE INC,PROPRIETARY,4902 WEST US HIGHWAY 83 STE 2,ROMA,TX,78584,9565193227,444,100,444 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,467213,"VALEO HOME HEALTHCARE SERVICES, LLC",PROPRIETARY,5250 SOUTH COMMERCE DRIVE,MURRAY,UT,84107,8016390020,454,100,454 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,497771,FNI HEALTHCARE INC - VIRGINIA BEACH,PROPRIETARY,5712 CLEVELAND ST STE 110,VIRGINIA BEACH,VA,23462,7574322143,456,100,456 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,527138,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,NON-PROFIT,200 SPRING ST,EAU CLAIRE,WI,54703,7158310100,446,100,446 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,537031,CODY REGIONAL HEALTH HOME HEALTH,GOVERNMENT OPERATED,1021 9TH STREET,CODY,WY,82414,3075782413,456,100,456 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,017112,JACKSON MEDICAL CENTER HOME HEALTH,NON-PROFIT,3004 N COLLEGE AVENUE,JACKSON,AL,36545,2512470424,438,99,438 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,017115,ALABAMA HOMECARE OF GADSDEN,PROPRIETARY,"300 MEDICAL CENTER DRIVE, SUITE 102",GADSDEN,AL,35903,2565382273,460,99,460 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,037027,SUMMIT HEALTHCARE HOME HEALTH,NON-PROFIT,2500 EAST HUNT,SHOW LOW,AZ,85901,9285376900,439,99,439 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,037462,"ADVANCE HOME HEALTH CARE, LLC",PROPRIETARY,"1837 SOUTH MESA DRIVE, SUITE C202",MESA,AZ,85210,4802647866,466,99,466 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,053100,LOS ROBLES HEALTHCARE AT HOME,PROPRIETARY,"11838 BERNARDO PLAZA COURT, SUITE 260A",SAN DIEGO,CA,92128,8584878778,439,99,439 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,057226,BARTON HEALTHCARE SYSTEM HOME HEALTH,NON-PROFIT,"2092 LAKE TAHOE BLVD, SUITE 500",SOUTH LAKE TAHOE,CA,96150,5305423171,459,99,459 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,057494,REDLANDS COMMUNITY HOSPITAL HOME HEALTH CARE SERVICES,NON-PROFIT,350 TERRACINA BLVD,REDLANDS,CA,92373,9093355647,434,99,434 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,058105,EDEN HOME HEALTH CARE INC,PROPRIETARY,159 E LIVE OAK AVE SUITE 205,ARCADIA,CA,91006,6265731001,435,99,435 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,058132,EVERGREEN HOME HEALTH,PROPRIETARY,"17215 STUDEBAKER ROAD, SUITE 270",CERRITOS,CA,90703,5628609444,441,99,441 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,058205,"ROYAL MAJESTY HOME CARE, INC",PROPRIETARY,3939 ATLANTIC AVE SUITE 212,LONG BEACH,CA,90807,5624929600,461,99,461 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,058243,"HOME CARE EXCELLENCE HEALTH SERVICES, INC",PROPRIETARY,10900 E 183RD STREET SUITE 190,CERRITOS,CA,90703,5628603424,466,99,466 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
