providerType,ccn,providerName,city,state,telephone,targetScore,braveQuery,candidateDomain,candidateUrl,candidateTitle,candidateDescription,discoveryStatus,discoveryError,nextStep
nursing_home,115449,HART CARE CENTER,HARTWELL,GA,7063767121,96,"""HART CARE CENTER"" ""HARTWELL"" ""GA"" official website",hartcarecenter.org,https://hartcarecenter.org/,Senior Care & Physical Therapy | Hart Care Center,"At Hart Care Center, our mission is to provide compassionate, comprehensive Senior Care &amp; Physical Therapy in Hartwell, GA that honors the dignity, independence, and individuality of every resident.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,125024,NUUANU HALE,HONOLULU,HI,8085956311,98,"""NUUANU HALE"" ""HONOLULU"" ""HI"" official website",healthy.kaiserpermanente.org,https://healthy.kaiserpermanente.org/hawaii/facilities/nuuanu-hale-171945,Nuuanu Hale - Skilled Nursing Facility,"For more information about access to a specific facility or provider, or if you believe that <strong>Kaiser Permanente</strong> has failed to provide appropriate access or services or otherwise discriminated on the basis of a disability, please contact Member Services toll-free 1-800-966-5955 or TTY 711, Monday ...",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,165472,Scenic Manor,Iowa Falls,IA,6416484671,99,"""Scenic Manor"" ""Iowa Falls"" ""IA"" official website",sceniclivingcommunities.com,https://www.sceniclivingcommunities.com/locations/scenic-manor---skilled-nursing-facility-,Scenic Manor | Scenic Living Communities,"Home LocationsScenic Manor · Office Hours: Opens Tomorrow At 8:00 AM · Get Directions · 1409 N Fremont Street Iowa Falls, IA 50126 · Phone: 641-648-4671 · Wednesday: 8:00 AM to 5:00 PM · Thursday: 8:00 AM to 5:00 PM · Friday: 8:00 AM to 5:00 PM · Saturday: 8:00 AM to 5:00 PM ·",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,135148,Idaho State Veterans Home - Post Falls,Post Falls,ID,2084153430,95,"""Idaho State Veterans Home - Post Falls"" ""Post Falls"" ""ID"" official website",veterans.idaho.gov,https://veterans.idaho.gov/veterans-home/post-falls/,Post Falls Home - Idaho Division of Veterans Services,"Currently, we are taking applications at each of our Veterans Homes. Idaho State Veterans Home Application for Admission ... Post Falls, ID – The newest Idaho State Veterans Home located at <strong>590 S</strong>.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,146116,LA SALLE COUNTY NURSING HOME,OTTAWA,IL,8154330476,99,"""LA SALLE COUNTY NURSING HOME"" ""OTTAWA"" ""IL"" official website",nursa.com,https://nursa.com/facilities/la-salle-county-nursing-home-ottawa-il,"La Salle County Nursing Home, Ottawa, IL","La Salle County Nursing Home, located in Ottawa, IL, is <strong>a non-profit organization dedicated to providing compassionate and patient-centered care for its residents</strong>. With over 30 years of operation, the facility has established itself as a trusted ...",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,155073,PILGRIM MANOR,PLYMOUTH,IN,5749369943,97,"""PILGRIM MANOR"" ""PLYMOUTH"" ""IN"" official website",careageindiana.com,https://careageindiana.com/pilgrim-manor,Pilgrim Manor - Careage Indiana,"Pilgrim Manor is <strong>a vibrant five-star senior care community located in Plymouth, Indiana</strong>. The team at Pilgrim Manor is dedicated to providing first-rate healthcare services to the seniors of Marshall County and surrounding areas. With over 50 years of senior care experience, we strive to bring ...",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,175171,HERITAGE GROVE ESTATES,TOPEKA,KS,7852672960,98,"""HERITAGE GROVE ESTATES"" ""TOPEKA"" ""KS"" official website",wibw.com,https://www.wibw.com/2026/02/03/topeka-senior-living-center-changing-ownership-after-half-century/,Topeka senior living center changing ownership after half a century,"(WIBW) - Topeka’s McCrite Plaza announced Monday that it is under new ownership. The McCrite family announced that they relinquished control of the senior living center as of February 1. The former McCrite Plaza will now be known as Heritage Grove Estates, a new owner the family reportedly landed on after a deliberate search to find one “who shares their values, commitment to quality care, and dedication to serving seniors and families.”",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,185217,Metcalfe Nursing and Rehabilitation Center,Edmonton,KY,2704322921,99,"""Metcalfe Nursing and Rehabilitation Center"" ""Edmonton"" ""KY"" official website",careavailability.com,https://careavailability.com/provider/metcalfe-health-care-center/,Metcalfe Nursing And Rehabilitation Center | CareAvailability,"Metcalfe Nursing And Rehabilitation Center is located at <strong>701 Skyline Drive, Edmonton, KY 42129</strong>, provides the following services: Skilled Nursing Facility.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,195394,COLONIAL MANOR NURSING & REHABILITATION HOME,RAYVILLE,LA,3187283252,98,"""COLONIAL MANOR NURSING & REHABILITATION HOME"" ""RAYVILLE"" ""LA"" official website",nursa.com,https://nursa.com/facilities/colonial-manor-nursing-rehabilitation-home-rayville-la,"Colonial Manor Nursing & Rehabilitation Home, Rayville, LA","Colonial Manor Nursing &amp; Rehab, located in Rayville, Louisiana, is a premier nursing home dedicated to providing high-quality care and rehabilitation services to its residents. With years of operation in the community, Colonial Manor focuses on promoting a comfortable and supportive environment for individuals recovering from illness, injury, or surgery.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,225049,Pine Knoll Nursing Center,LEXINGTON,MA,7818628151,98,"""Pine Knoll Nursing Center"" ""LEXINGTON"" ""MA"" official website",longtermcentersgroup.com,https://www.longtermcentersgroup.com/About-Pine-Knoll-Nursing-Center-Rehab,Pine Knoll Nursing Center,"<strong>30 Watertown Street Lexington, MA 02421</strong> Phone: (781) 862-8151 Fax: (781) 862-3703 ... Pine Knoll Nursing Center is an 81-bed skilled nursing and rehabilitation facility conveniently located in Lexington, just off of Route 2.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,215007,Wicomico Nursing Home,SALISBURY,MD,4107428896,99,"""Wicomico Nursing Home"" ""SALISBURY"" ""MD"" official website",wicomiconursinghome.org,https://wicomiconursinghome.org/,"Nursing Care Services in Salisbury, MD | Wicomico Nursing Home","Wicomico Nursing Home in Salisbury, MD provides residents with around-the-clock nursing care services. We also offer rehabilitation as well as physical, occupational and speech therapy. Our staff goes above and beyond to meet the needs of our residents by providing a comforting, clean, and odor-free environment.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,205082,PINNACLE HEALTH & REHAB AT SANFORD,SANFORD,ME,2073242273,97,"""PINNACLE HEALTH & REHAB AT SANFORD"" ""SANFORD"" ""ME"" official website",nursinghomes.com,https://www.nursinghomes.com/me/sanford/pinnacle-health-and-rehab-at-sanford/,Pinnacle Health & Rehab at Sanford | Nursing Home,"Read through our directory of nursing homes in Sanford, ME that provide long-term, short-term as well as skilled nursing care.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,235147,Schoolcraft Medical Care Facility,Manistique,MI,9063416921,98,"""Schoolcraft Medical Care Facility"" ""Manistique"" ""MI"" official website",schoolcraftcounty.net,https://www.schoolcraftcounty.net/government/various-other-offices/medical-care-facility,Medical Care Facility,"Schoolcraft Medical Care Facility 520 Main Street Manistique, Michigan 49854 · Telephone: 906-341-6921 · Alecia Goudreau, Administrator · Amber Hoholik, RN, Director of Nursing · Dr. Jeff Bomber, D.O., Medical Director · Agenda and Notices · Online Payments ·",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,245368,Grand Village,GRAND RAPIDS,MN,2183260543,96,"""Grand Village"" ""GRAND RAPIDS"" ""MN"" official website",grandvillagemn.org,https://www.grandvillagemn.org/,"Grand Village | Grand Village Skilled Nursing Facility – Grand Rapids, MN","Grand Village is one of more than 9,000 nursing homes nationwide who are participating in the Advancing Excellence in Nursing Homes campaign to deliver better, more person-centered care. Each Grand Village Community offers a complete holistic approach including a personalized set of programs and services.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,265412,MOUNTAIN VIEW HEALTHCARE,MOUNTAIN VIEW,MO,4179346818,99,"""MOUNTAIN VIEW HEALTHCARE"" ""MOUNTAIN VIEW"" ""MO"" official website",mohealthcare.com,https://www.mohealthcare.com/facility-directory/mountain-view-healthcare/,Mountain View Healthcare - Missouri Health Care Association,"Care Finder ▸ Mountain View, MO · Print Share Link · Get Directions · 1211 N. Ash Street Mountain View, MO 65548-7376 ·",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,255233,AZALEA GARDENS NURSING CENTER,WIGGINS,MS,6019285281,97,"""AZALEA GARDENS NURSING CENTER"" ""WIGGINS"" ""MS"" official website",nursa.com,https://nursa.com/facilities/azalea-gardens-nursing-center-wiggins-ms,"Azalea Gardens Nursing Center, Wiggins, MS","Azalea Gardens Nursing Center, located in Wiggins, Mississippi, is a distinguished nursing home dedicated to providing exceptional care for its residents. Established with a strong commitment to enhancing the quality of life for seniors, Azalea Gardens has built a reputation based on compassion, professionalism, and personalized attention.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,275012,BENEFIS SENIOR SERVICES - EASTVIEW,GREAT FALLS,MT,4064555903,97,"""BENEFIS SENIOR SERVICES - EASTVIEW"" ""GREAT FALLS"" ""MT"" official website",seniorcarefinder.com,https://seniorcarefinder.com/providers/23955/mt/great-falls/benefis-senior-services-eastview,Benefis Senior Services - Eastview - Great Falls MT - Senior Care Finder,"Benefis Senior Services - Eastview is located in Great Falls, Montana, and offers skilled rehab and nursing and skilled rehabilitation.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,345185,Premier Living and Rehab Center,Lake Waccamaw,NC,9106463132,99,"""Premier Living and Rehab Center"" ""Lake Waccamaw"" ""NC"" official website",info.ncdhhs.gov,https://info.ncdhhs.gov/dhsr/facilities/facility.asp?fid=923415,Premier Living and Rehab Center,106 Cameron Street Lake Waccamaw 28450 Columbus County · Announcements · Branch Office Territories · Facility Licensure Information · Forms and Applications · Informal Dispute Resolution Procedure · Independent Informal Dispute Resolution Procedure · Regulated Facilities and Statements of Deficiencies ·,candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,355046,GOLDEN ACRES MANOR,CARRINGTON,ND,7016523117,96,"""GOLDEN ACRES MANOR"" ""CARRINGTON"" ""ND"" official website",carringtonnd.com,https://carringtonnd.com/nursing-home,Nursing Home | City of Carrington,"Golden Acres Manor 1 Main St Carrington, ND 58421 (701) 652-3117",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,285148,Good Shepherd Lutheran Home,Blair,NE,4024264663,98,"""Good Shepherd Lutheran Home"" ""Blair"" ""NE"" official website",assistedlivingcenter.com,https://www.assistedlivingcenter.com/facilities/ne/blair/good-shepherd-lutheran-home-68008/,"Good Shepherd Lutheran Home - 2025 Pricing, Photos, Reviews in Blair, NE","Good Shepherd Lutheran Home is a community providing assisted living, independent living, nursing care in Blair, NE. Call (800) 755-1458 to schedule a tour with us today.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,305081,BIRCH HEALTHCARE CENTER,ROCHESTER,NH,6033353955,98,"""BIRCH HEALTHCARE CENTER"" ""ROCHESTER"" ""NH"" official website",birch-hc.com,https://www.birch-hc.com/,"Birch Healthcare Center | Rochester, New Hampshire","Welcome to Birch Healthcare Center, where compassionate care meets modern comfort in the heart of Rochester, NH. Our inviting community is designed to feel like home, supported by a skilled, caring team that’s always ready to meet every need.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,315061,SOUTH JERSEY EXTENDED CARE,BRIDGETON,NJ,8564552100,99,"""SOUTH JERSEY EXTENDED CARE"" ""BRIDGETON"" ""NJ"" official website",health.usnews.com,https://health.usnews.com/best-nursing-homes/area/nj/south-jersey-extended-care-315061,"South Jersey Extended Care | Nursing Home in Bridgeton, NJ","South Jersey Extended Care in Bridgeton, NJ offers short-term rehab and long-term care. It has a short-term rehabilitation rating of Evaluated and a long-term care rating of Evaluated. It is a large facility with 167 beds and has for profit - limited liability company ownership.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,325035,La Vida Llena,Albuquerque,NM,5052966700,87,"""La Vida Llena"" ""Albuquerque"" ""NM"" official website",lavidallena.org,https://www.lavidallena.org/,La Vida Llena - La Vida Llena - Senior Living in Albuquerque NM,"In the vibrant Northeast Heights, La Vida Llena puts you close to everything Albuquerque has to offer.Take a Look",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,295108,SILVER STATE PEDIATRIC SKILLED NURSING FACILITY,LAS VEGAS,NV,7023103720,87,"""SILVER STATE PEDIATRIC SKILLED NURSING FACILITY"" ""LAS VEGAS"" ""NV"" official website",nvhca.org,https://nvhca.org/find-care/silver-state-pediatric-skilled-nursing-facility/,SILVER STATE PEDIATRIC SKILLED NURSING FACILITY - Nevada Health Care Association,"2496 W. CHARLESTON BLVD Las Vegas, NV 89102 · 702-436-3133 · Skilled Nursing ·",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,335784,Schervier Pavilion,Warwick,NY,8459875717,99,"""Schervier Pavilion"" ""Warwick"" ""NY"" official website",nursa.com,https://nursa.com/facilities/schervier-pavilion-warwick-ny,"Schervier Pavilion, Warwick, NY","Schervier Pavilion is a well-established retirement home located in Warwick, NY, dedicated to providing exceptional care and support for seniors.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,366143,ADAMS COUNTY MANOR,WEST UNION,OH,9375442205,98,"""ADAMS COUNTY MANOR"" ""WEST UNION"" ""OH"" official website",hg-nh.com,https://www.hg-nh.com/locations/adams-county-manor/,Adams County Manor – HG Nursing Homes,"Adams County Manor is a state of the art skilled nursing and rehabilitation facility located in West Union, OH. We arethe only 5-Star rated facility in Adams County and among the few in South-Western Ohio to receive the highest rating from the Centers for Medicare and Medicaid Services.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,375556,SHERWOOD MANOR NURSING HOME,TULSA,OK,9184464284,99,"""SHERWOOD MANOR NURSING HOME"" ""TULSA"" ""OK"" official website",nursinghomes.com,https://www.nursinghomes.com/ok/tulsa/sherwood-manor-nursing-home/,Sherwood Manor Nursing Home | Tulsa Skilled Nursing Facility,"Sherwood Manor Nursing Home is a skilled nursing facility offering the best therapy and care in Tulsa, OK, read more about our services.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,38E174,VILLAGE MANOR OF CASCADIA,WOOD VILLAGE,OR,5034910553,94,"""VILLAGE MANOR OF CASCADIA"" ""WOOD VILLAGE"" ""OR"" official website",villagemanorofcascadia.com,https://www.villagemanorofcascadia.com/,Home - Village Manor of Cascadia,"Village Manor of Cascadia 2060 NE 238th Dr Wood Village, OR 97060",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,395605,ST BARNABAS NURSING HOME,GIBSONIA,PA,7244430700,99,"""ST BARNABAS NURSING HOME"" ""GIBSONIA"" ""PA"" official website",nursinghomes.com,https://www.nursinghomes.com/pa/gibsonia/st-barnabas-nursing-home/,St Barnabas Nursing Home | Gibsonia Skilled Nursing Facility,"St Barnabas Nursing Home is a skilled nursing facility offering the best therapy and care in Gibsonia, PA, read more about our services.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,405000,ALTERNATIVE HEALTHCARE SOLUTIONS LLC,SAN JUAN,PR,7879992959,63,"""ALTERNATIVE HEALTHCARE SOLUTIONS LLC"" ""SAN JUAN"" ""PR"" official website",nextchapterliving.com,https://nextchapterliving.com/nursing-home/pr/san-juan/alternative-healthcare-solutions-llc-27156,"Alternative Healthcare Solutions Llc - San Juan, PR | Next Chapter Living","Alternative Healthcare Solutions Llc is a senior living community in San Juan, PR offering nursing home. Browse real pricing, availability and state inspection records, walkability score 72, crime rating D.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,415087,Greenville Operations RI LLC DBA Greenville Skille,Greenville,RI,4019491200,98,"""Greenville Operations RI LLC DBA Greenville Skille"" ""Greenville"" ""RI"" official website",ultimateseniorresource.com,https://ultimateseniorresource.com/states/rhode-island/greenville/greenville-operations-ri-llc-dba-greenville-skille,Greenville Skilled Nursing by Genesis | Greenville RI,"Greenville Operations RI LLC, operating as Greenville Skilled Nursing under the management of Genesis Healthcare, provides skilled nursing care at <strong>735 Putnam Pike in Greenville, Rhode Island</strong> — a charming village in the town of Smithfield set ...",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,425312,MUSC Health Mullins Nursing Home,Mullins,SC,8434648211,98,"""MUSC Health Mullins Nursing Home"" ""Mullins"" ""SC"" official website",elderlifefinancial.com,https://www.elderlifefinancial.com/elderlife-communities/south-carolina/mullins/mullins-nursing-center/,Musc Health Mullins Nursing Home - ElderLife Financial,"For personalized guidance, current availability, and help scheduling a tour, call our senior living advisors at 1 (844) 302-3730 ... Est. monthly cost ... Welcome to Musc Health Mullins Nursing Home, a nursing homes facility located in Mullins, South Carolina.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,435036,JENKIN'S LIVING CENTER,WATERTOWN,SD,6058865777,94,"""JENKIN'S LIVING CENTER"" ""WATERTOWN"" ""SD"" official website",jenkinslivingcenter.com,https://www.jenkinslivingcenter.com/about-us/,About Us – Jenkins Living Center,"Jenkin&#x27;s Living Center Inc · 215 S Maple, Watertown SD 57201 · Email Us · (605) 886-5777 · Fax: (605) 886-0790 · Copyright © 2024 Jenkins Living Center.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,445388,GENERATIONS CENTER OF SPENCER,SPENCER,TN,9319467768,99,"""GENERATIONS CENTER OF SPENCER"" ""SPENCER"" ""TN"" official website",nursa.com,https://nursa.com/facilities/generations-center-of-spencer-spencer-tn,"Generations Center of Spencer, Spencer, TN","By using our website you agree to our use of cookies to deliver a better user experience. Find out how we use cookies. ... Subscribe to get email updates on nursing opportunities at this facility. ... Are you working at this facility? Sign up to add and manage jobs, and this profile. ... Generations Center of Spencer in Tennessee is a dedicated nursing home offering specialized care, including memory care and skilled nursing.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,676011,MAGNOLIA PLACE HEALTH CARE,LIBERTY,TX,9363368844,100,"""MAGNOLIA PLACE HEALTH CARE"" ""LIBERTY"" ""TX"" official website",nursinghomes.com,https://www.nursinghomes.com/tx/liberty/magnolia-place-health-care-llp/,Magnolia Place Health Care Llp | Liberty Skilled Nursing Facility,"Magnolia Place Health Care Llp is a skilled nursing facility offering the best therapy and care in Liberty, TX, read more about our services.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,465084,Uintah Basin Rehabilitation and Senior Villa,Roosevelt,UT,4357222497,91,"""Uintah Basin Rehabilitation and Senior Villa"" ""Roosevelt"" ""UT"" official website",ubh.org,https://ubh.org/the-villa/,"The Villa - Uintah Basin Healthcare - Roosevelt, UT - Uintah Basin Medical Center - Roosevelt, UT","My name is Amanda R. Hartman, MSN, RN, CHPN, CDONA, CNHA, and I am the Administrator of Uintah Basin Rehabilitation and Senior Villa (The Villa) in Roosevelt, Utah.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,495357,OUR LADY OF THE VALLEY,ROANOKE,VA,5403455111,99,"""OUR LADY OF THE VALLEY"" ""ROANOKE"" ""VA"" official website",ourladyofthevalley.com,https://www.ourladyofthevalley.com/,Our Lady of the Valley Retirement Community,"Neighborhood streets. That is the vista from Our Lady of the Valley, a senior living community in Roanoke, Virginia. But come inside Our Lady of the Valley and discover a community of seniors who enjoy a renewed retirement lifestyle fostered by a team of caring professionals.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,475044,Pines Rehab & Health Center,Lyndonville,VT,8026263367,96,"""Pines Rehab & Health Center"" ""Lyndonville"" ""VT"" official website",assistedlivingcenter.com,https://www.assistedlivingcenter.com/facilities/vt/lyndonville/pines-rehab-health-center-05851/,Pines Rehab & Health Center - Lyndonville,"Our community has made a name for itself in Lyndonville, VT because of our service, amenities and the sense of independence every senior who lives with us feels on a daily basis. Pines Center Nursing Care offers Lyndonville seniors skilled medical services, rehabilitation, and around-the-clock support. The facility provides medical care, 24/7 supervision, and effective rehabilitation services delivered by trained healthcare professionals.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,505533,EVERETT TRANSITIONAL CARE SERVICES,EVERETT,WA,4253822800,96,"""EVERETT TRANSITIONAL CARE SERVICES"" ""EVERETT"" ""WA"" official website",etcsnw.org,https://etcsnw.org/,Everett Transitional Care Services - ETCS - Everett Transitional Care Services,"Planning for homecoming or transfer to a care facility. Referrals to support organizations in the community. Arranging for follow-up appointments or tests. Physical Address 916 Pacific Ave, Everett WA 98201 Floors 4 &amp; 5",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
