providerType,ccn,providerName,city,state,telephone,targetScore,braveQuery,candidateDomain,candidateUrl,candidateTitle,candidateDescription,discoveryStatus,discoveryError,nextStep,reviewedDomain,domainResultReuseCount,providerTokenMatchesInDomain,localReviewStatus,localReviewReason
nursing_home,435071,Bethesda Home,WEBSTER,SD,6053453331,84,"Find the official website of Bethesda Home, a healthcare provider in WEBSTER, SD. Exclude directories, reviews, government listings, job boards, and social media.",seniorlivingfacilities.net,https://www.seniorlivingfacilities.net/assisted-living/south-dakota/webster.html,"Assisted Living Facilities in Webster, SD | Senior Living Facilities","## Assisted Living in Webster, SD  
There are a total of 5 assisted living facilities in Webster, South Dakota area. This list includes Webster senior housing, assisted senior living communities and residential care homes for the elderly. Webster assisted senior living facilities may also provide dementia and Alzheimer's care (also known as memory care in Webster, SD).
### [Bethesda Home](https://www.seniorlivingfacilities.net/facility/bethesda-home-webster-sd.html)  
Bethesda Home is an assisted living community in Webster, South Dakota. It can accommodate a maximum of 50 senior citizens at a time. It is located at 129 W Hwy 12, 57274 zip code in Day county and helps older adults who need help with activities of daily living. Bethesda Home offers amenities such as a wellness center, regular health checkups and 24/7 caregivers. Bethesda Home is a state-licensed assisted living facility with License # 435071.  
- (888) 261-3890 [Sponsored](#)
Call for pricing & availability
## Frequently Asked Questions About Assisted Living in Webster, SD  
### What services are typically offered in assisted living facilities in Webster, SD?  
Assisted living facilities in Webster, SD usually offer a range of services to residents, including assistance with activities of daily living (ADLs) like bathing, dressing, and medication management. They also provide nutritious meals, housekeeping, transportation, and social activities to promote engagement and well-being. Many facilities also have on-site medical staff and personalized care plans to cater to individual needs. Additionally, some offer specialized services for residents with memory care needs.",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,seniorlivingfacilities.net,60,,rejected_directory_or_registry,"Directory, registry, broker, review site, or public listing."
nursing_home,445537,BOLIVAR HEALTH & REHABILITATION LLC,BOLIVAR,TN,7312124822,91,"Find the official website of BOLIVAR HEALTH & REHABILITATION LLC, a healthcare provider in BOLIVAR, TN. Exclude directories, reviews, government listings, job boards, and social media.",bolivar-hc.com,https://www.bolivar-hc.com/,"Bolivar Health & Rehabilitation | Bolivar, TN","Bolivar Health &amp; Rehabilitation is a state-of-the-art, skilled nursing and rehabilitation center certified for skilled nursing care, short-term rehab care, and respite care for Bolivar, Tennessee.
Start your healing with our Physical, Occupational and Speech Therapy at Bolivar Health & Rehabilitation.
We are excited about your interest in Bolivar's premier Senior Living Community. Work At Bolivar Health & Rehabilitation
Bolivar Health & Rehabilitation is a state-of-the-art, skilled nursing and rehabilitation center certified for skilled nursing care, short-term rehab care, and respite care for Bolivar, Tennessee.",candidate_found,,"Fetch this domain and audit careers pages: >=5 detailed job URLs with IDs, no ATS, no JobPosting.",bolivar-hc.com,1,bolivar,plausible_official_domain,Domain contains provider-specific token(s): bolivar. Ownership still requires a page-level check.
nursing_home,455910,CHANDLER NURSING CENTER,CHANDLER,TX,9038492485,95,"Find the official website of CHANDLER NURSING CENTER, a healthcare provider in CHANDLER, TX. Exclude directories, reviews, government listings, job boards, and social media.",carechanges.com,https://www.carechanges.com/living-communities/chandler-nursing-center_chandler_texas/,Chandler Nursing Center in Texas | Nursing Homes | Care Changes,"Chandler Nursing Center is a Nursing Homes facility in Chandler, Texas. At Chandler Nursing Center, the commitment to quality care is evident in the diverse array of services available. Skilled nursing care forms the foundation of the facility&#x27;s offerings, ensuring that all residents receive ...
Chandler Nursing Center is a Nursing Homes facility in Chandler, Texas. At Chandler Nursing Center, the commitment to quality care is evident in the diverse array of services available. Skilled nursing care forms the foundation of the facility's offerings, ensuring that all residents receive personalized attention and medical support.
Chandler Nursing Center, nestled in the heart of Chandler, Texas, stands as a beacon of compassionate care and professional excellence for seniors requiring comprehensive nursing home services. Certified by both Medicare and Medicaid, this esteemed facility has been dedicated to serving its community since its inclusion in the Medicare program on January 10, 1991.
With a capacity for 72 residents, Chandler Nursing Center is not just a place of residence but a vibrant community that offers an extensive range of medical and support services tailored to meet the unique needs of its residents.
The center's comprehensive care extends to include dialysis services and respite care, catering to those with more complex medical needs. This holistic approach ensures that every resident receives the support they require, regardless of their health challenges. Emphasizing the importance of mental and emotional well-being, Chandler Nursing Center offers resident and family counseling, fostering an environment of understanding and support.",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,carechanges.com,111,,rejected_directory_or_registry,"Directory, registry, broker, review site, or public listing."
nursing_home,465186,Maple Springs Senior Living,North Logan,UT,4357539400,63,"Find the official website of Maple Springs Senior Living, a healthcare provider in North Logan, UT. Exclude directories, reviews, government listings, job boards, and social media.",retirementhomesnearme.net,https://www.retirementhomesnearme.net/facility/maple-springs-of-north-logan-assisted-living-north_logan-ut.html,"MAPLE SPRINGS OF NORTH LOGAN - ASSISTED LIVING in NORTH LOGAN, UT 84341","## Maple Springs Of North Logan - Assisted Living  
Maple Springs Of North Logan - Assisted Living is a retirement facility located in NORTH LOGAN in the 84341 zip code area. Some of the services it may offer to Utah seniors include 80 senior apartments, assisted living, memory care and senior living units. Full list of services and amenities that may be offered by Maple Springs Of North Logan - Assisted Living can be seen below.  
Address: 350 EAST 2200 NORTH, North Logan, Utah 84341  
County: CACHE County  
Capacity: 80 senior citizens  
- (888) 989-7961 [Sponsored](#)
Call for pricing & availability
## Maple Springs Of North Logan - Assisted Living - Accommodation Options:  
Maple Springs Of North Logan - Assisted Living allows its residents to choose a number of senior apartment options, such as:  
- Shared living quarters
- Well-equipped studio units
- Well-equipped apartments with all amenities
- Safety measures in all units
### Other Retirement Facilities:  
- [Maple Springs Senior Living - NORTH LOGAN, UT](https://www.retirementhomesnearme.net/facility/maple-springs-senior-living-north_logan-ut.html)
- [Gables Of North Logan Assisted Living - NORTH LOGAN, UT](https://www.retirementhomesnearme.net/facility/gables-of-north-logan-assisted-living-north_logan-ut.html)
- [Sunshine Terrace Foundation - LOGAN, UT](https://www.retirementhomesnearme.net/facility/sunshine-terrace-foundation-logan-ut.html)
- [Rocky Mountain Care - Logan - LOGAN, UT](https://www.retirementhomesnearme.net/facility/rocky-mountain-care-logan-logan-ut.html)
- [Williamsburg Retirement Community - LOGAN, UT](https://www.retirementhomesnearme.net/facility/williamsburg-retirement-community-logan-ut.html)
- [Sunrise Park Assisted Living - LEWISTON, UT](https://www.retirementhomesnearme.net/facility/sunrise-park-assisted-living-lewiston-ut.html)
- [Autumn Care Living Center - HYDE PARK, UT](https://www.retirementhomesnearme.net/facility/autumn-care-living-center-hyde_park-ut.html)
- [Logan Regional Hospital Transitional Care Unit - LOGAN, UT](https://www.retirementhomesnearme.net/facility/logan-regional-hospital-transitional-care-unit-logan-ut.html)
- [Autumn Care 2 Living Center - HYDE PARK, UT](https://www.retirementhomesnearme.net/facility/autumn-care-2-living-center-hyde_park-ut.html)
- [The Family Place Senior Center - LEWISTON, UT](https://www.retirementhomesnearme.net/facility/the-family-place-senior-center-lewiston-ut.html)",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,retirementhomesnearme.net,37,,rejected_reused_domain,The same domain was returned for 37 providers; it is not a provider-specific SME domain.
nursing_home,495400,THE CULPEPER,CULPEPER,VA,5408252411,90,"Find the official website of THE CULPEPER, a healthcare provider in CULPEPER, VA. Exclude directories, reviews, government listings, job boards, and social media.",uvahealth.com,https://www.uvahealth.com:443/about/culpeper-medical-center,Culpeper Medical Center | UVA Health,"# UVA Health Culpeper Medical Center  
Highly-skilled specialists, the latest technology, and compassionate care, all close to home.
## World-Class Care, Close to Home  
[UVA Health Culpeper Medical Center](https://uvahealth.com/locations/Culpeper-Medical-Center-LOC0000234487) is a nationally recognized, 70-bed acute care hospital with a 24/7 emergency department, family birth center for labor and delivery, and highly specialized on-campus clinics in Culpeper, Virginia. It is an integrated part of the UVA Health academic health system that includes two other community medical centers in Northern Virginia, University Medical Center in Charlottesville, a statewide network of outpatient clinics, two physician groups, UVA School of Medicine, UVA School of Nursing, and the Claude Moore Health Sciences Library.
## Our Story in Culpeper  
Culpeper Medical Center has proudly served the area since its doors opened in 1960. Originally Culpeper Hospital, the grounds have grown and advanced over decades to meet increasing demand for inpatient and outpatient services in the Rappahannock-Rapidan area. In 2021, Culpeper Medical Center began the journey to become a fully integrated part of the UVA Health system and has continued investing in leading-edge technology, recruiting highly skilled subspecialty providers, expanding primary care and pediatric services, and strengthening connections with the community. We have been awarded nationally for pulmonary programs, heart and vascular care, and maternity care.",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,uvahealth.com,1,,needs_manual_domain_research,The saved result is not sufficient to prove ownership of this domain.
nursing_home,475052,Gill Odd Fellows Home of Vermont,Ludlow,VT,8022284571,77,"Find the official website of Gill Odd Fellows Home of Vermont, a healthcare provider in Ludlow, VT. Exclude directories, reviews, government listings, job boards, and social media.",seniorlivingfacilities.net,https://www.seniorlivingfacilities.net/facility/gill-odd-fellows-home-ludlow-vt.html,"Gill Odd Fellows Home - Ludlow, VT - Senior Living Facilities","Gill Odd Fellows Home - Ludlow, VT. Gill Odd Fellows Home is an assisted living facility situated at 8 Gill Terrace, Ludlow, Vermont 05149.
Gill Odd Fellows Home is a senior living facility in Ludlow, VT in Windsor County. Part of the services and amenities it may offer to Vermont older adults may consist of 46 senior living and assisted living units.
Along with Gill Odd Fellows Home, there are a total of 1 assisted living facilities in Ludlow, VT (more in surrounding area) and 16 senior living facilities available in Windsor County. Need help finding the right facility for your loved one? Explore Gill Odd Fellows Home as well as all assisted living options in Ludlow and surrounding areas.",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,seniorlivingfacilities.net,60,,rejected_directory_or_registry,"Directory, registry, broker, review site, or public listing."
nursing_home,505404,Bethany At Pacific,EVERETT,WA,4252595508,79,"Find the official website of Bethany At Pacific, a healthcare provider in EVERETT, WA. Exclude directories, reviews, government listings, job boards, and social media.",assistedlivingcenter.com,https://www.assistedlivingcenter.com/facilities/wa/everett/bethany-at-pacific-98201/,"Bethany at Pacific - 2025 Pricing, Photos, Reviews in Everett, WA","Bethany at Pacific Nursing Care in Everett offers skilled nursing services, dedicated to providing professional, respectful care for seniors requiring daily assistance. Medical care, supervision, and rehabilitation services are provided by experienced healthcare professionals.
Bethany at Pacific Nursing Care in Everett offers skilled nursing services, dedicated to providing professional, respectful care for seniors requiring daily assistance. Medical care, supervision, and rehabilitation services are provided by experienced healthcare professionals.
Seniors can rely on Bethany at Pacific for quality of life and care. We have a friendly environment that provides a sense of health and well-being. Our residents regularly take advantage of local events and activities available in Everett.
By clicking Request Free Info, you agree to our Terms of Use and Privacy Policy. You also consent to receive texts and calls, which may be autodialed, from us and our partner providers; however, your consent is not a condition to using our service. Get Free Assistance! Speak with a Senior Living expert about Bethany at Pacific.
You also consent to receive texts and calls, which may be autodialed, from us and our partner providers; however, your consent is not a condition to using our service. Prefer to speak to a live person? Talk to a local senior living advisor today(800) 755-1458 · Pricing for skilled nursing at Bethany at Pacific is based on the level of medical care needed.",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,assistedlivingcenter.com,18,,rejected_directory_or_registry,"Directory, registry, broker, review site, or public listing."
nursing_home,525453,CLEARVIEW,JUNEAU,WI,9203863400,93,"Find the official website of CLEARVIEW, a healthcare provider in JUNEAU, WI. Exclude directories, reviews, government listings, job boards, and social media.",memorycarefacilities.net,https://www.memorycarefacilities.net/assisted-living/wisconsin/juneau.html,"Memory Care Facilities in JUNEAU, WI - (888) 595-9929","# Memory Care in JUNEAU, WI  
- [Memory Care Facilities](https://www.memorycarefacilities.net/)
- /
- [Wisconsin](https://www.memorycarefacilities.net/assisted-living/wisconsin/)
- /
- [DODGE County](https://www.memorycarefacilities.net/assisted-living/wisconsin/dodge-county.html)
- /
- JUNEAU Memory Care
## Dementia, Alzheimer's & Memory Care Facilities in JUNEAU, WI:  
There are 25 memory care facilities in JUNEAU, Wisconsin. The facilities may provide care to senior citizens living in JUNEAU throughout all stages of dementia and Alzheimer's disease. These facilities include JUNEAU, WI assisted living and dementia care homes as well as Alzheimer's care facilities near JUNEAU, with cost that varies in each facility.
### Clearview Community Group Home  
Clearview Community Group Home specializes in providing dementia and Alzheimer’s care in Dodge county, Wisconsin. At its full capacity, it can provide one bedroom suites and studios to no more than 4 dementia residents. Clearview Community Group Home welcomes pets and can provide secure indoor and outdoor wandering areas, on-site occupational and physical therapy services and certified caregivers that specialize in dementia and Alzheimer’s care to any older adults with dementia living in Juneau, WI and surrounding areas. Clearview Community Group Home is located at 750 North Main St, 53039 zip code and may accept Medicaid and Medicare.  
- (888) 319-7682 [Sponsored](#)
Call for pricing & availability
- [Request Pricing & Availability](#fadeandscale)",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,memorycarefacilities.net,50,,rejected_directory_or_registry,"Directory, registry, broker, review site, or public listing."
nursing_home,51E154,MAIN STREET CARE,HINTON,WV,3044666090,70,"Find the official website of MAIN STREET CARE, a healthcare provider in HINTON, WV. Exclude directories, reviews, government listings, job boards, and social media.",memorycarefacilities.net,https://www.memorycarefacilities.net/assisted-living/west-virginia/summers-county.html,"Memory Care Facilities in Summers County, WV - (888) 595-9929","### Main Street Hinton  
Main Street Hinton specializes in providing dementia care in Summers county, West Virginia. At its full capacity, it can provide one bedroom suites and studios to a maximum of 34 senior citizens. Main Street Hinton welcomes pets and can provide management of medication, special dementia programs to lower anxiety and a homey design that facilitates friendships to any older adults with dementia living in Hinton, WV and surrounding areas. Main Street Hinton is located at 189 Summers Hospital Road, Suite 300, 25951 zip code and may accept Medicaid and Medicare.  
- (888) 319-7682 [Sponsored](#)
Call for pricing & availability
- [Request Pricing & Availability](#fadeandscale)
### Alzheimer's and Dementia care in other parts of West Virginia:  
- [Memory Care in Kanawha County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/kanawha-county.html)
- [Memory Care in Cabell County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/cabell-county.html)
- [Memory Care in Marion County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/marion-county.html)
- [Memory Care in Fayette County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/fayette-county.html)
- [Memory Care in Mercer County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/mercer-county.html)
- [Memory Care in Putnam County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/putnam-county.html)
- [Memory Care in Harrison County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/harrison-county.html)
- [Memory Care in Wood County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/wood-county.html)
- [Memory Care in Hancock County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/hancock-county.html)
- [Memory Care in Randolph County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/randolph-county.html)
- [Memory Care in Monongalia County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/monongalia-county.html)
- [Memory Care in Raleigh County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/raleigh-county.html)
- [Memory Care in Greenbrier County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/greenbrier-county.html)
- [Memory Care in Marshall County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/marshall-county.html)
- [Memory Care in Berkeley County, WV](https://www.memorycarefacilities.net/assisted-living/west-virginia/berkeley-county.html)  
Talk to a memory care advisor. 100% free, no obligation information on dementia & Alzheimer's care.  
(888) 319-7682  
[Sponsored Ad](#)",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,memorycarefacilities.net,50,,rejected_directory_or_registry,"Directory, registry, broker, review site, or public listing."
nursing_home,535061,Wyoming Veterans' Skilled Nursing Facility,Buffalo,WY,3076845511,73,"Find the official website of Wyoming Veterans' Skilled Nursing Facility, a healthcare provider in Buffalo, WY. Exclude directories, reviews, government listings, job boards, and social media.",wyomilitary.wyo.gov,https://www.wyomilitary.wyo.gov/23_010/,"Skilled nursing facility in Buffalo, Wyo. officially opens with ribbon cutting ceremony","After just over two years of construction, the new Skilled Nursing Facility in Buffalo, Wyo. officially opened with a ribbon-cutting ceremony on Oct. 20, 2022, in Buffalo, Wyo. Wyoming Gov. Mark Gordon and other distinguished guests, community members, the Wyoming Veterans Commission, staff from the facility, and members of the Veterans Home of Wyoming were present for the ceremony.  
As a partner with the Veterans Home to support the needs of veterans, the Wyoming Veterans Commission played a large part in supporting the construction of the skilled nursing facility project.  
“We provided legislative oversight for the completion of the project. We will continue to provide support for the first three years of its operation,” said Tim Sheppard, the Wyoming Veterans Commission executive director. The WVC provided support for 65% of the funding for the project.  
The facility’s purpose is to provide care to our veterans in Wyoming. It will provide veterans, their spouses, and Gold Star Families with long-term care. Especially those that can’t work a traditional job but are still capable of living an active, fulfilling life and don’t necessarily have the means to do so.
The facility consists of three 12-room cottages, providing residents with a more homelike environment with private rooms that provide more autonomy. It sits on the grounds of the Veterans Home of Wyoming, which means residents will have direct access to more care if needed. Acceptance at the facility is for any veteran or their spouse, a surviving spouse, or any Gold Star Family member who qualifies for nursing care.  
The Wyoming Veterans Home is also a huge part of the community of Buffalo.  
“It’s a great relationship. We’ve been partners with the Veterans Home forever,” said Shane Schrader, the mayor of Buffalo. “Buffalo is very supportive of its veterans. Many of our community leaders are veterans, and we’re here to support them in any way, shape, or form.”  
The new facility is an integral part of supporting our veterans.  
“This is a wonderful community and the right place for a veteran’s skilled nursing facility,” said Wyoming Gov. Mark Gordon. “The people that made this happen have a deep love of service to this country.”",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,wyo.gov,1,,rejected_directory_or_registry,"Directory, registry, broker, review site, or public listing."
nursing_home,015168,LITTLE SISTERS OF THE POOR SACRED HEART RESIDENCE,MOBILE,AL,2514766335,85,"Find the official website of LITTLE SISTERS OF THE POOR SACRED HEART RESIDENCE, a healthcare provider in MOBILE, AL. Exclude directories, reviews, government listings, job boards, and social media.",seniorresource.com,https://www.seniorresource.com/nursing_homes/little-sisters-of-the-poor-sacred-heart-residence/,"Little Sisters Of The Poor Sacred Heart Residence | Nursing Homes Mobile, AL | SeniorResource","Little Sisters Of The Poor Sacred Heart Residence1655 Mcgill Ave, Mobile, AL 36604-1218Phone: (251) 476-6335Website: https://www.littlesistersofthepoormobile.org/The Little Sisters Of The Nursing Homes in Mobile, Alabama.
The Little Sisters Of The Poor Sacred Heart Residence is a distinguished establishment located in Mobile, Alabama. This residence is managed by the Little Sisters of the Poor, an international congregation of Roman Catholic women religious. Their mission is to provide care for the neediest elderly, ensuring they receive the respect and love they deserve in their twilight years.
Senior Resources » Nursing Homes » Alabama » Mobile » Little Sisters Of The Poor Sacred Heart Residence
Inside the Sacred Heart Residence, residents are provided with a wide range of amenities and services. The staff is dedicated to creating a homely environment for all residents, providing not only physical care but also emotional and spiritual support. The facility provides nursing home services, and specializes in providing intermediate care for individuals with mental illnesses.
Despite its tranquil setting, the residence is easily accessible, ensuring residents are never too far from their loved ones. Advertisement. ... Get weekly tips on housing, retirement living, senior care, and more sent right to your inbox. ... Mobile, a city located in the state of Alabama (AL), is home to a population of approximately 320,855 people.",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,seniorresource.com,15,,rejected_directory_or_registry,"Directory, registry, broker, review site, or public listing."
nursing_home,045438,TRINITY VILLAGE MEDICAL CENTER,PINE BLUFF,AR,8708793117,85,"Find the official website of TRINITY VILLAGE MEDICAL CENTER, a healthcare provider in PINE BLUFF, AR. Exclude directories, reviews, government listings, job boards, and social media.",ultimateseniorresource.com,https://ultimateseniorresource.com/states/arkansas/pine-bluff/trinity-village-medical-center,Trinity Village Medical Center | Skilled Nursing Pine Bluff,"Trinity Village Medical Center, located at 6400 Trinity Drive in Pine Bluff, Arkansas, is a skilled nursing facility operating under a nonprofit corporate structure — a distinction that reflects a mission-driven approach to elder care rather ...
Trinity Village Medical Center, located at 6400 Trinity Drive in Pine Bluff, Arkansas, is a skilled nursing facility operating under a nonprofit corporate structure — a distinction that reflects a mission-driven approach to elder care rather than a profit-first model.
Nonprofit skilled nursing providers are often recognized for reinvesting resources directly into staffing, environment, and resident services, and Trinity Village carries that tradition in service to the Pine Bluff community. Situated on Trinity Drive in Pine Bluff, the facility is embedded in a residential and medical corridor of Jefferson County that families in the region know well.
The Arts & Science Center for Southeast Arkansas provides cultural and educational programming, while the University of Arkansas at Pine Bluff brings vitality and academic resources to the broader community. Shopping at the Pine Bluff Mall and along major commercial corridors gives families convenient options before and after visits. As a nonprofit corporation, Trinity Village Medical Center operates with a governance structure accountable to its community mission rather than external investors.
What hospitals are nearby for residents at Trinity Village? + − · Jefferson Regional Medical Center is the primary hospital serving Pine Bluff and Jefferson County. It offers a full range of acute care services and is readily accessible from Trinity Drive.",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,ultimateseniorresource.com,106,,rejected_directory_or_registry,"Directory, registry, broker, review site, or public listing."
nursing_home,035249,THE GARDENS REHAB & CARE CENTER,KINGMAN,AZ,9287180718,82,"Find the official website of THE GARDENS REHAB & CARE CENTER, a healthcare provider in KINGMAN, AZ. Exclude directories, reviews, government listings, job boards, and social media.",gardensrehab.com,https://gardensrehab.com,Garden&#x27;s Rehab &amp; Care Center,"Welcome to The Gardens Rehab and Care Center, nestled in the heart of Kingman, Arizona. We’re not just a facility; we’re a welcoming haven of care and support. At our center, we pride ourselves on being a breath of fresh air in the world of healthcare.  
Discover a place where your loved one’s unique needs are not just met, but celebrated. We specialize in top-notch rehabilitation services and sub-acute care, ensuring that every resident receives the personalized attention they deserve.  
What sets us apart is our exceptional comprehensive care team. We don’t just treat residents; we partner with them and their families to craft a care program that unleashes their full potential. Our individualized rehabilitation plans are tailored for one thing – success.  
We understand that choosing a skilled nursing facility is a significant decision, and you have options. That’s why our caring and compassionate staff are here to make the transition as smooth as a gentle breeze. Our resident-centered approach is designed to transform your stay into a comfortable, supportive experience. Come join us at the Gardens Rehab and Care Center, where your loved one’s well-being is our priority.  
We offer a large amount of services to our residents to make sure they are safe, comfortable and understood. It is our goal to help residents regain function to be able to safely re-enter the community and to provide a home for those who can't.
**The Garden's Rehab & Care Center is a recipient of the Activated Insights 2025 Customer Experience award. Surveys completed by our residents over the past 12 months have determined that The Garden's ranks in the top 15% of care providers nationally .**  
**Would you like more information or to schedule a tour? Reach out to us!**  
3131 Western Avenue, Kingman, Arizona 86401  
| Open today | 08:00 am – 05:00 pm |
|---|---|  
Copyright © 2026 Garden's Rehab & Care Center - All Rights Reserved.  
We use cookies to analyze website traffic and optimize your website experience. By accepting our use of cookies, your data will be aggregated with all other user data.",candidate_found,,"Fetch this domain and audit careers pages: >=5 detailed job URLs with IDs, no ATS, no JobPosting.",gardensrehab.com,1,gardens,plausible_official_domain,Domain contains provider-specific token(s): gardens. Ownership still requires a page-level check.
nursing_home,055261,PILGRIM PLACE HEALTH SERVICES CENTER,CLAREMONT,CA,9093995500,95,"Find the official website of PILGRIM PLACE HEALTH SERVICES CENTER, a healthcare provider in CLAREMONT, CA. Exclude directories, reviews, government listings, job boards, and social media.",carechanges.com,https://www.carechanges.com/living-communities/pilgrim-place-health-services-center_claremont_california/,Pilgrim Place Health Services Center in California | Nursing Homes | Care Changes,"Pilgrim Place Health Services Center is a Nursing Homes facility in Claremont, California. The Health Services Center offers a variety of care services, including hospice care, physical therapy, and intravenous (IV) therapies.
Pilgrim Place Health Services Center is a Nursing Homes facility in Claremont, California. The Health Services Center offers a variety of care services, including hospice care, physical therapy, and intravenous (IV) therapies. Hospice care is available to support residents and their families during end-of-life circumstances, offering medical care alongside emotional and spiritual support.
Pilgrim Place Health Services Center in Claremont, CA, is an integral part of the broader Pilgrim Place senior living community, recognized for its faith-based service offerings.
The center also provides various levels of care to accommodate the changing needs of residents, ensuring that they receive appropriate support whether they require basic assistance or more intensive medical care. Pilgrim Place is associated with Saint Louis University Hospital, which indicates potential access to extensive medical expertise and resources.
Horrible service attitudes galore here with a transportation system that is run from Florida what a pathetic service soo done with this useless place , this is your warning don’t trust your loved one in the hands of this 1 star rating what they call business ... If there was a negative rating to report on this place I would give it a HUGE negative. My mom was sent to Pilgrims Place Health Services following a recent hospitalization.",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,carechanges.com,111,,rejected_directory_or_registry,"Directory, registry, broker, review site, or public listing."
nursing_home,06A172,PARK FOREST CARE CENTER LLC,WESTMINSTER,CO,3034277045,90,"Find the official website of PARK FOREST CARE CENTER LLC, a healthcare provider in WESTMINSTER, CO. Exclude directories, reviews, government listings, job boards, and social media.",everlighthealth.org,https://everlighthealth.org/park-forest-care-center-llc-westminster-co-06a172/,"Park Forest Care Center Llc - Westminster, CO - Everlight Health","Park Forest Care Center Llc (Nursing Home) in Westminster, CO. Get Nursing Home Care in Westminster, CO.
Park Forest Care Center Llc has 103 Certified Beds and an average of 87.8 residents per day.
Park Forest Care Center Llc has the following Quality Ratings.
Park Forest Care Center Llc has the following staffing metrics, as reported by CMS.gov (Data updated 02/05/2026)
Getting help shouldn’t be complicated. Everlight Health’s trusted provider network offers 24/7 support, starting with a consultation and customized care plan.",candidate_found,,Do not create a custom scrape from this result; find an official domain manually or from a future source.,everlighthealth.org,68,,rejected_reused_domain,The same domain was returned for 68 providers; it is not a provider-specific SME domain.
nursing_home,075307,CHESTELM HEALTH AND REHABILITATION CENTER,MOODUS,CT,8608731455,89,"Find the official website of CHESTELM HEALTH AND REHABILITATION CENTER, a healthcare provider in MOODUS, CT. Exclude directories, reviews, government listings, job boards, and social media.",chestelmrehab.com,https://www.chestelmrehab.com/services/short-term-rehab,"Short-Term Rehabilitation in Moodus, CT | Chestelm","SERVICES  
Recover stronger, return home sooner.  
Chestelm Health & Rehabilitation Center in Moodus, CT, offers a comprehensive Short-Term Rehabilitation program designed to help patients recover after surgery, illness, or injury. Our team of skilled therapists and nurses focuses on restoring independence and preparing you for a safe return home. With advanced therapies, modern equipment, and compassionate care, we make recovery as smooth as possible.  
Our program combines expert staff and advanced technology to support recovery:  
Nurses, therapists, and specialists work together to design a personalized rehab plan tailored to your needs.  
Access state-of-the-art modalities including ultrasound, electrical stimulation, and diathermy to enhance recovery.  
Focused rehabilitation designed for patients recovering from orthopedic, neurological, pulmonary, and other medical challenges.  
Begin your recovery journey with guidance from our admissions team at no cost.  
WHO BENEFITS FROM SHORT-TERM REHAB  
""Chestelm is the ideal location to send your loved one for their short- and long-term care.""  
\- 5 star rating  
State’s leading Short-Term Rehab facilities  
Skilled staff committed to successful outcomes  
Proven results from patients who safely returned home stronger  
Care with a personal touch  
Healing begins here. Chestelm’s Short-Term Rehabilitation program offers expert care, modern equipment, and a compassionate team to help you recover successfully.  
860-873-1455
860-873-1455  
admissions@chestelmrehab.com  
534 Town St. Moodus, CT 06469",candidate_found,,"Fetch this domain and audit careers pages: >=5 detailed job URLs with IDs, no ATS, no JobPosting.",chestelmrehab.com,1,chestelm,plausible_official_domain,Domain contains provider-specific token(s): chestelm. Ownership still requires a page-level check.
