licenseNumber,businessName,city,state,candidateDomain,careerUrl,jobUrls,jobUrlCount,validJobPages,maxDescriptionWords,atsDetected,jobPostingDetected,auditStatus,auditReason
795570,AREMTECH INC,SAN FRANCISCO,CA,californiawells.com,,,0,0,0,false,false,audit_error,Serper 400
1071153,ARRAY ENERGIES,NOVATO,CA,contractorlicenseproof.com,,,0,0,0,false,false,audit_error,Serper 400
1040832,ARROW ENERGY SOLAR SYSTEMS,SANTA CRUZ,CA,calssa-backend.squarespace.com,,,0,0,0,false,false,audit_error,Serper 400
798323,ART OF CONSTRUCTION INC,SOUTH SAN FRANCISCO,CA,houzz.com,,,0,0,0,false,false,audit_error,Serper 400
1137107,ASCENDANT ROOFING AND SOLAR LLC,THOUSAND OAKS,CA,selfgenca.com,,,0,0,0,false,false,audit_error,Serper 400
920386,ASPIRE BUILDERS,DANVILLE,CA,houzz.com,,,0,0,0,false,false,audit_error,Serper 400
954036,AUBURN SOLAR,NEWCASTLE,CA,auburnsolar.biz,,,0,0,0,false,false,audit_error,Serper 400
1078551,AXIOM 360 LLC,GROVER BEACH,CA,axiom360.com,,,0,0,0,false,false,audit_error,Serper 400
550110,AZTEC SOLAR INC,RANCHO CORDOVA,CA,aztecsolar.com,,,0,0,0,false,false,audit_error,Serper 400
310715,B & B ELECTRIC,VISTA,CA,b-b-electric.com,,,0,0,0,false,false,audit_error,Serper 400
519561,B & B SOLAR INC,REDDING,CA,zerofi.ai,,,0,0,0,false,false,audit_error,Serper 400
670906,B B J ELECTRIC INC,SAN BRUNO,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
280981,B J'S HEATING & AIR CONDITIONING INC,WOODLAND,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
1033754,B V I SOLAR,SAN DIEGO,CA,bvisolar.com,,,0,0,0,false,false,audit_error,Serper 400
161756,BAKER ELECTRIC,ESCONDIDO,CA,baker-electric.com,,,0,0,0,false,false,audit_error,Serper 400
858088,BAKER HOME ENERGY,ESCONDIDO,CA,bakerhomeenergy.com,,,0,0,0,false,false,audit_error,Serper 400
1142760,BAP POWER LLC,ALISO VIEJO,CA,cenergypower.ghost.io,,,0,0,0,false,false,audit_error,Serper 400
599724,BARNUM & CELILLO ELECTRIC INC,SACRAMENTO,CA,barnumcelillo.com,,,0,0,0,false,false,audit_error,Serper 400
976962,BEACH CITIES SOLAR INC,SAN PEDRO,CA,selfgenca.com,,,0,0,0,false,false,audit_error,Serper 400
1028222,BEAR SOLAR INC,ORANGEVALE,CA,bearsolar.com,,,0,0,0,false,false,audit_error,Serper 400
1098465,BELLA SOL SYSTEMS LLC,SANTA ROSA,CA,bellasol.biz,,,0,0,0,false,false,audit_error,Serper 400
963824,BELMONT ENERGY INC,LAGUNA HILLS,CA,belmont-energy.com,,,0,0,0,false,false,audit_error,Serper 400
833169,BERKLEY CONSTRUCTION INC,SAN DIEGO,CA,berkleyconstruction.wordpress.com,,,0,0,0,false,false,audit_error,Serper 400
691947,BERRY ROOFING INC,RIVERSIDE,CA,roofingcontractors.org,,,0,0,0,false,false,audit_error,Serper 400
880102,BEST TEC,PALM DESERT,CA,pub-palmdesert.escribemeetings.com,,,0,0,0,false,false,audit_error,Serper 400
1113957,BESTCLASS ENERGY INC,SAN JACINTO,CA,homesonspec.com,,,0,0,0,false,false,audit_error,Serper 400
621790,BISHOP HEATING & AIR CONDITIONING INCORPORATED,BISHOP,CA,searchlocalpro.com,,,0,0,0,false,false,audit_error,Serper 400
1134768,BLAKE ELECTRIC LLC,REDDING,CA,blakeelectricusa.com,,,0,0,0,false,false,audit_error,Serper 400
972683,BLAKE ROOFING INC,NORCO,CA,network.procore.com,,,0,0,0,false,false,audit_error,Serper 400
632049,BLUE SKY ENERGY,SANTA MONICA,CA,blueskyenergy.solar,,,0,0,0,false,false,audit_error,Serper 400
905923,BLUELINE SOLAR POWER,HOLLISTER,CA,energy.ca.gov,,,0,0,0,false,false,audit_error,Serper 400
1017260,BRETT DOWIS,HEMET,CA,me.sh,,,0,0,0,false,false,audit_error,Serper 400
1029267,BRIGHT LIFE REMODELING,COSTA MESA,CA,ecms.newportbeachca.gov,,,0,0,0,false,false,audit_error,Serper 400
1007552,BRIGHT SPOT SOLAR,TEMPLE CITY,CA,selfgenca.com,,,0,0,0,false,false,audit_error,Serper 400
1055369,BRIGHTON SOLAR INC,SACRAMENTO,CA,brightonenergy.net,,,0,0,0,false,false,audit_error,Serper 400
1081055,BROWER MECHANICAL CA LLC,ROCKLIN,CA,rocklin.ca.us,,,0,0,0,false,false,audit_error,Serper 400
1066979,BRYTEMOVE ENERGY,TUSTIN,CA,brytemove.com,,,0,0,0,false,false,audit_error,Serper 400
558980,"BUCKLEY HEAT & AIR, SOLAR",CITRUS HEIGHTS,CA,rocklin.ca.us,,,0,0,0,false,false,audit_error,Serper 400
1019515,BURTEK ENERGY LLC,SAN DIEGO,CA,selfgenca.com,,,0,0,0,false,false,audit_error,Serper 400
709658,C & C ROOFING,SAN DIMAS,CA,covinaca.gov,,,0,0,0,false,false,audit_error,Serper 400
780158,CACY ELECTRIC,EL CAJON,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
920596,CAL - PAC ROOFING,CAMPBELL,CA,calpac.com,,,0,0,0,false,false,audit_error,Serper 400
735061,CAL - PAC ROOFING OF SAN MATEO,SAN MATEO,CA,mathisroofing.com,,,0,0,0,false,false,audit_error,Serper 400
1092658,CAL CONTRACTOR SERVICES INC,BAKERSFIELD,CA,calcontractorservices.com,,,0,0,0,false,false,audit_error,Serper 400
872310,CALCRAFT CORPORATION,RIALTO,CA,calcraft.com,,,0,0,0,false,false,audit_error,Serper 400
748668,CALIFORNIA ARBORIST COMPLETE TREE CARE INC,WHITTIER,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
1067305,CALIFORNIA BUILDERS,CHICO,CA,solar530.com,,,0,0,0,false,false,audit_error,Serper 400
1015546,CALIFORNIA ENERGY SAVERS INC,RANCHO CUCAMONGA,CA,gendealers.com,,,0,0,0,false,false,audit_error,Serper 400
980699,CALIFORNIA SOLAR INNOVATORS INC,RIPON,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
1004246,CALIFORNIA SOLAR INTEGRATORS INC,SAN DIEGO,CA,glassdoor.com,,,0,0,0,false,false,audit_error,Serper 400
1002971,CALIFORNIA SOLAR PARTNERS INC,ANTELOPE,CA,contractorlicenseproof.com,,,0,0,0,false,false,audit_error,Serper 400
1103250,CALIFORNIA SOLAR PROS INC,NORTH HIGHLANDS,CA,ru.scribd.com,,,0,0,0,false,false,audit_error,Serper 400
1106843,CALLAHAN SOLAR SERVICES,CALLAHAN,CA,callahansolargov.com,,,0,0,0,false,false,audit_error,Serper 400
549715,CALPRO SOLAR,BRENTWOOD,CA,calprosolar.com,,,0,0,0,false,false,audit_error,Serper 400
989905,CANADAY ELECTRIC,MORRO BAY,CA,energy.ca.gov,,,0,0,0,false,false,audit_error,Serper 400
824635,CAPITAL AIRE SYSTEMS,SHINGLE SPRINGS,CA,capitalairesystems.com,,,0,0,0,false,false,audit_error,Serper 400
423462,CARNAHAN ELECTRIC LTD,DIAMOND SPRINGS,CA,thebluebook.com,,,0,0,0,false,false,audit_error,Serper 400
873578,CASTLE ROCK DESIGN AND DEVELOPMENT INC,MENLO PARK,CA,statecreds.com,,,0,0,0,false,false,audit_error,Serper 400
968426,CASTLEBERRY HOME IMPROVEMENTS INC,LONG BEACH,CA,findacontractorfast.com,,,0,0,0,false,false,audit_error,Serper 400
1043973,CASTONE ROOFING AND CONSTRUCTION INC,CLOVIS,CA,m.castoneinc.com,,,0,0,0,false,false,audit_error,Serper 400
928270,CENTRAL VALLEY RETAIL & SECURITY SOLUTIONS,FRESNO,CA,cv-rss.com,,,0,0,0,false,false,audit_error,Serper 400
1086347,CERTIFIED SOLAR PRO,LADERA RANCH,CA,selfgenca.com,,,0,0,0,false,false,audit_error,Serper 400
1062535,CHICO SOLAR WORKS,CHICO,CA,chicosolarworks.com,,,0,0,0,false,false,audit_error,Serper 400
512482,CIENAGA SERVICES INC,PISMO BEACH,CA,energy.ca.gov,,,0,0,0,false,false,audit_error,Serper 400
976065,CINNAMON ENERGY SYSTEMS INC,LOS GATOS,CA,bebee.com,,,0,0,0,false,false,audit_error,Serper 400
701434,CIS ROOFING,MISSION VIEJO,CA,projects.constructconnect.com,,,0,0,0,false,false,audit_error,Serper 400
647149,CITADEL ROOFING AND SOLAR,VACAVILLE,CA,citadelrs.com,,,0,0,0,false,false,audit_error,Serper 400
924297,CLEAN POWER GROUP INC,NORTHRIDGE,CA,solarpowerworldonline.com,,,0,0,0,false,false,audit_error,Serper 400
1054822,CLEAN POWER SOLAR,PERRIS,CA,bidroom.io,,,0,0,0,false,false,audit_error,Serper 400
910460,CLEANTECH ENERGY SOLUTIONS INC,OCEANSIDE,CA,cleantechenergysolutionsca.com,,,0,0,0,false,false,audit_error,Serper 400
1038414,COACHELLA VALLEY SOLAR INC,COACHELLA,CA,solarnearme.us.com,,,0,0,0,false,false,audit_error,Serper 400
820697,COBALT POWER SYSTEMS INC,MOUNTAIN VIEW,CA,cobaltpower.com,,,0,0,0,false,false,audit_error,Serper 400
1108780,CODE 4 ROOFING SPECIALIST LLC,UPLAND,CA,owenscorning.com,,,0,0,0,false,false,audit_error,Serper 400
768923,COMFORT DYNAMICS INC,SAN LEANDRO,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
858776,COMFORT ENERGY INC,MILPITAS,CA,comfortenergy.com,,,0,0,0,false,false,audit_error,Serper 400
552144,COMFORT SYSTEMS CONSTRUCTION INC,SACRAMENTO,CA,homequotr.com,,,0,0,0,false,false,audit_error,Serper 400
1108378,COMPETITIVE CHOICE SOLAR,BAKERSFIELD,CA,bakersfieldschoice.com,,,0,0,0,false,false,audit_error,Serper 400
1114705,CONNOR ENERGY SERVICES,SAN DIEGO,CA,contractorlicenseproof.com,,,0,0,0,false,false,audit_error,Serper 400
1010440,CONTROLLED ENVIRONMENT HVAC INC,GLENDALE,CA,data.lacity.org,,,0,0,0,false,false,audit_error,Serper 400
996520,COOL EARTH SOLAR DEVELOPMENT LLC,STOCKTON,CA,selfgenca.com,,,0,0,0,false,false,audit_error,Serper 400
1019424,CORDA SOLAR LLC,DANVILLE,CA,cordasolar.com,,,0,0,0,false,false,audit_error,Serper 400
1042269,CORE ENERGY GROUP INC,SAN JOSE,CA,network.procore.com,,,0,0,0,false,false,audit_error,Serper 400
749743,CORNERSTONE TECHNOLOGIES INC,LONG BEACH,CA,california.bizhwy.com,,,0,0,0,false,false,audit_error,Serper 400
1062520,CORONEL SOLAR,CHICO,CA,coronelsolarchico.com,,,0,0,0,false,false,audit_error,Serper 400
831831,COSMIC SOLAR INC,VISTA,CA,cosmicsolar.com,,,0,0,0,false,false,audit_error,Serper 400
1046094,COURVILLE COLTON,MENIFEE,CA,zerofi.ai,,,0,0,0,false,false,audit_error,Serper 400
174637,CUPERTINO ELECTRIC INC,SAN JOSE,CA,cei.com,,,0,0,0,false,false,audit_error,Serper 400
1045016,CURRENT HOME SOLAR,HEMET,CA,currenthome.com,,,0,0,0,false,false,audit_error,Serper 400
1010027,CURTISS SOLAR ENERGY GROUP,SAN DIEGO,CA,ellahienergy.com,,,0,0,0,false,false,audit_error,Serper 400
1112748,D A C ENTERPRISES LLC,CARLSBAD,CA,selfgenca.com,,,0,0,0,false,false,audit_error,Serper 400
928315,D G HEATING AND AIR CONDITIONING,SAN JOSE,CA,dgheatingandair.com,,,0,0,0,false,false,audit_error,Serper 400
1035345,D G HEATING AND AIR CONDITIONING INC,SAN JOSE,CA,network.procore.com,,,0,0,0,false,false,audit_error,Serper 400
728118,D K ENVIRONMENTAL,LAFAYETTE,CA,chwmeg.org,,,0,0,0,false,false,audit_error,Serper 400
861505,D S C M INC,EL CAJON,CA,orangebook.com,,,0,0,0,false,false,audit_error,Serper 400
1145139,D3 ENERGY LLC,SACRAMENTO,CA,homequotr.com,,,0,0,0,false,false,audit_error,Serper 400
987896,DAY ONE SOLAR INC,SANTA CRUZ,CA,day1solar.com,,,0,0,0,false,false,audit_error,Serper 400
903293,DAYLIGHT SOLAR ENERGY CORP,ONTARIO,CA,homeguide.com,,,0,0,0,false,false,audit_error,Serper 400
1069859,DAYSTAR SOLAR,RANCHO CORDOVA,CA,gsa.acgov.org,,,0,0,0,false,false,audit_error,Serper 400
683104,DEHARO CONSTRUCTION INC,LIVERMORE,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
1131922,DEL SUR ENERGY,SAN DIEGO,CA,delsurenergy.net,,,0,0,0,false,false,audit_error,Serper 400
1064475,DESERT CLEAN ENERGY,PERRIS,CA,tbdsolar.com,,,0,0,0,false,false,audit_error,Serper 400
454228,DIABLO SOLAR SERVICES INC,CONCORD,CA,skilledtrades.com,,,0,0,0,false,false,audit_error,Serper 400
1076337,DIAMOND SOLAR SOLUTIONS INC,DIAMOND SPRINGS,CA,diamondsolar4u.com,,,0,0,0,false,false,audit_error,Serper 400
867376,DOLLENS ELECTRIC INC,SAN JOSE,CA,reviews.birdeye.com,,,0,0,0,false,false,audit_error,Serper 400
504407,DUCHARME CONSTRUCTION,SAN ANSELMO,CA,sanan-trk.aspgov.com,,,0,0,0,false,false,audit_error,Serper 400
1006299,DYNAMIC SOLAR,DIAMOND BAR,CA,docs.cpuc.ca.gov,,,0,0,0,false,false,audit_error,Serper 400
794674,E L B A C,CORONA,CA,elbacroofing.com,,,0,0,0,false,false,audit_error,Serper 400
865616,E P I CONSTRUCTION INC,STUDIO CITY,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
668002,EAGLE AIR,LIVERMORE,CA,eagleairconditioning.com,,,0,0,0,false,false,audit_error,Serper 400
822408,EAGLE MOUNTAIN PLUMBING & MECHANICAL LLC,ESCONDIDO,CA,eaglemountainplumbing.com,,,0,0,0,false,false,audit_error,Serper 400
1003783,EARTH ELECTRIC INCORPORATED,CAMPBELL,CA,selfgenca.com,,,0,0,0,false,false,audit_error,Serper 400
810369,EARTH STAR ELECTRIC,SONOMA,CA,gsfahome.org,,,0,0,0,false,false,audit_error,Serper 400
1064003,EARTHQUAKE PROTECTION SYSTEMS,VALLEJO,CA,indexbox.io,,,0,0,0,false,false,audit_error,Serper 400
1014830,ECLECTRIC SOLAR,WILLITS,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
445220,ECONO AIR,PLACENTIA,CA,myeconoair.com,,,0,0,0,false,false,audit_error,Serper 400
1029435,ECOPOWER SOLAR,MURRIETA,CA,ecopowersolar.com,,,0,0,0,false,false,audit_error,Serper 400
1045300,ECOSOLAR USA ELECTRICAL LLC,GARDEN GROVE,CA,ggcity.org,,,0,0,0,false,false,audit_error,Serper 400
1113934,EL-FI HOMES LLC,IRVINE,CA,elfihomes.com,,,0,0,0,false,false,audit_error,Serper 400
1072844,ELBAC SOLAR,CORONA,CA,selfgenca.com,,,0,0,0,false,false,audit_error,Serper 400
871218,ELEMENT ELECTRIC INC,DIXON,CA,thebluebook.com,,,0,0,0,false,false,audit_error,Serper 400
946630,ELEMENT POWER SYSTEMS INC,CLAYTON,CA,tuolumnecounty.ca.gov,,,0,0,0,false,false,audit_error,Serper 400
1048261,ELH INC,HEMET,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
1133927,ELITE SOLAR,MONTEBELLO,CA,elitesolarelectro.com,,,0,0,0,false,false,audit_error,Serper 400
1051137,ELWAY CONSTRUCTION,RIO DELL,CA,mccmeetingspublic.blob.core.usgovcloudapi.net,,,0,0,0,false,false,audit_error,Serper 400
990593,ENABLE ENERGY,SACRAMENTO,CA,prnewswire.com,,,0,0,0,false,false,audit_error,Serper 400
1103108,ENCHARGE ENERGY,BAKERSFIELD,CA,enchargeenergy.com,,,0,0,0,false,false,audit_error,Serper 400
736839,ENERGY +,PALMDALE,CA,palmdaleepicenergy.com,,,0,0,0,false,false,audit_error,Serper 400
472363,ENERGY HOUSE,FRESNO,CA,energyhousefresno.com,,,0,0,0,false,false,audit_error,Serper 400
1101197,ENERGY SOLUTIONS HEATING AIR & SOLAR INC,LAKE ALMANOR,CA,esihas.com,,,0,0,0,false,false,audit_error,Serper 400
1139308,ENERVATION HEATING & AIR CONDITIONING INC,OAKLEY,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
967408,ENETECH INCORPORATED,BREA,CA,energy.ca.gov,,,0,0,0,false,false,audit_error,Serper 400
1146208,ENPHASE ENERGY INC,FREMONT,CA,enphaseenergy.gcs-web.com,,,0,0,0,false,false,audit_error,Serper 400
1151729,ESCALONA RENEWABLES,OCEANSIDE,CA,thecoastnews.com,,,0,0,0,false,false,audit_error,Serper 400
1045040,ESSEX SOLAR HEATING AND AIR INC,REDDING,CA,permits.shastacounty.gov,,,0,0,0,false,false,audit_error,Serper 400
1104064,EVEREST ELECTRICAL USA INC,SANTA CLARITA,CA,selfgenca.com,,,0,0,0,false,false,audit_error,Serper 400
1102899,EVERGREEN SOLAR,LOS ALAMITOS,CA,evergreen-solar.net,,,0,0,0,false,false,audit_error,Serper 400
1103998,EVERGREEN SOLAR,ANDERSON,CA,evgsolar.com,,,0,0,0,false,false,audit_error,Serper 400
1115612,EXPERT HVAC SERVICE INC,WALNUT,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
1017331,EXTREME SOLAR SOLUTIONS,ATWATER,CA,reviews.birdeye.com,,,0,0,0,false,false,audit_error,Serper 400
347708,FARIS CONSTRUCTION COMPANY,OCEANSIDE,CA,b2bhint.com,,,0,0,0,false,false,audit_error,Serper 400
807511,FEATHER RIVER AIRE AND SOLAR,CHICO,CA,d16k74nzx9emoe.cloudfront.net,,,0,0,0,false,false,audit_error,Serper 400
156017,FIDELITY ROOF COMPANY,OAKLAND,CA,fidelityroof.com,,,0,0,0,false,false,audit_error,Serper 400
831636,FIELD OF DREAMS LANDSCAPING AND CONCRETE,SANTA CLARA,CA,field-dreams-concrete.com,,,0,0,0,false,false,audit_error,Serper 400
886679,FIRE PROTECTION AND LIFE SAFETY INC,LOS ANGELES,CA,data.lacity.org,,,0,0,0,false,false,audit_error,Serper 400
1139737,FIRST CLASS ROOFING,LEMON GROVE,CA,local.yahoo.com,,,0,0,0,false,false,audit_error,Serper 400
1013243,FIRST EDISON,PLEASANTON,CA,firstedison.com,,,0,0,0,false,false,audit_error,Serper 400
1039876,FIRST RESPONSE SOLAR INC,SEBASTOPOL,CA,firstresponsesolar.com,,,0,0,0,false,false,audit_error,Serper 400
631964,FISHER ELECTRIC INC,SCOTTS VALLEY,CA,fisherelectricinc.com,,,0,0,0,false,false,audit_error,Serper 400
873535,FIVE STAR SOLAR,ELK GROVE,CA,fivestarssolar.com,,,0,0,0,false,false,audit_error,Serper 400
990072,FLEX SOLAR,EL CAJON,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
501585,FORSTER HEATING AIR CONDITIONING & SHEET METAL,AUBURN,CA,placer.ca.gov,,,0,0,0,false,false,audit_error,Serper 400
784864,FREEDOM HEATING INC,FREEDOM,CA,veteranownedbusiness.com,,,0,0,0,false,false,audit_error,Serper 400
1020722,FREEDOM SOLAR,ESCONDIDO,CA,orangebook.com,,,0,0,0,false,false,audit_error,Serper 400
1077999,FRESCHI AIR SYSTEMS LLC,CONCORD,CA,serviceexperts.com,,,0,0,0,false,false,audit_error,Serper 400
859046,FRESH COAT,VOLCANO,CA,34c031f8-c9fd-4018-8c5a-4159cdff6b0d-cdn-endpoint.azureedge.net,,,0,0,0,false,false,audit_error,Serper 400
1054022,FUSED ELECTRIC,MARINA DEL REY,CA,rpvca.gov,,,0,0,0,false,false,audit_error,Serper 400
463720,FUTURE ENERGY SAVERS,WILTON,CA,findenergy.com,,,0,0,0,false,false,audit_error,Serper 400
984739,G O P ELECTRIC INC,GRANADA HILLS,CA,napc.pro,,,0,0,0,false,false,audit_error,Serper 400
496735,G W RICHARDSON HEATING & AIR CONDITIONING INC,VALENCIA,CA,gwrichardsonac.com,,,0,0,0,false,false,audit_error,Serper 400
661450,GALAXY PLUMBING & SOLAR SYSTEMS INC,AGOURA,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
692839,GARVEY ROOFING COMPANY INCORPORATED,MONROVIA,CA,bnica.com,,,0,0,0,false,false,audit_error,Serper 400
1071057,GCI ROOFING,ESCONDIDO,CA,solab-trk.aspgov.com,,,0,0,0,false,false,audit_error,Serper 400
1157686,GLE SOLAR,VISALIA,CA,zerofi.ai,,,0,0,0,false,false,audit_error,Serper 400
1120463,GOAT SOLAR INC,RANCHO MIRAGE,CA,goatsolar.com,,,0,0,0,false,false,audit_error,Serper 400
