licenseNumber,businessName,cityStateZip,candidateDomain,matchedCompanyName,confidenceScore,status,error
0056722,BROWARD SOLAR INC,N. PALM BEACH FL 33408,browardsolar.com,"BROWARD SOLAR, INC.",99,candidate_found,
1329420,"BUILDING UNLIMITED ROOFING & SOLAR, INC.",JACKSONVILLE FL 32246,,,,no_domain_candidate,
0056846,"BUILDING UNLIMITED ROOFING & SOLAR, INC.",JACKSONVILLE FL 32246,,,,no_domain_candidate,
0057271,CAMPBELL BAY SOLAR LLC,VALRICO FL 33596,,,,no_domain_candidate,
0057168,"CAN-AM ROOFING AND SOLAR OF CENTRAL FLORIDA, LLC",ROCKLEDGE FL 32955,,,,api_error,fetch failed
0056742,"CKR SOLAR, LLC",DADE CITY FL 33526,ckrsolar.com,CKR Solar,99,candidate_found,
1511520,"CKR SOLAR, LLC",DADE CITY FL 33526,ckrsolar.com,CKR Solar,99,candidate_found,
0057257,"CKR SOLAR, LLC",ABITA SPRINGS LA 70420,ckrsolar.com,CKR Solar,99,candidate_found,
0056724,CLIMATIC - SOLAR CORPORATION,VERO BEACH FL 32968,,,,no_domain_candidate,
0024542,CLIMATIC-SOLAR CORP,VERO BEACH FL 32968,,,,no_domain_candidate,
0056671,CLIMATIC-SOLAR CORPORATION,PORT ST LUCIE FL 34984,,,,no_domain_candidate,
0056780,COAST TO COAST SOLAR INC,LUTZ FL 33549,coasttocoastsolar.com,Coast to Coast Solar,99,candidate_found,
1526927,"COMMERCIAL SOLAR SOLUTIONS, LLC",CLERMONT FL 34715,,,,no_domain_candidate,
1527698,"COMMERCIAL SOLAR SOLUTIONS, LLC",DALLAS TX 75220,,,,no_domain_candidate,
0056700,COMPASS SOLAR ENERGY,PENSACOLA FL 32505,compasssolar.com,Compass Solar Energy,99,candidate_found,
0057012,"CORONA SOLAR CONSULTANTS, LLC",HOMOSASSA FL 34448,,,,no_domain_candidate,
0056957,CUTLER BAY SOLAR SOLUTIONS,MIAMI FL 33157,cutlerbaysolarsolutions.com,Cutler Bay Solar Solutions,99,candidate_found,
0057226,D3 SOLAR INC,WINTER GARDEN FL 34787,,,,no_domain_candidate,
1328303,DAVE ADAMS ROOFING AND SOLAR CORPORATION,CAPE MAY NJ 08204,,,,no_domain_candidate,
1427740,DELLA ROSSA PLUMBING & SOLAR LLC,FORT LAUDERDALE FL 33317,,,,no_domain_candidate,
0057301,"DETACH RESET SOLAR, LLC",SUN CITY FL 33573,detachresetsolar.com,Detach Reset Solar,99,candidate_found,
0057176,DIAMOND SOLAR LLC,SANFORD FL 32771,diamondsolarllc.com,Diamond Solar LLC,99,candidate_found,
1334532,DIAMOND SOLAR LLC,SANFORD FL 32771,diamondsolarllc.com,Diamond Solar LLC,99,candidate_found,
1264849,ECOLECTRICS SOLAR LLC,ORLANDO FL 32808,,,,no_domain_candidate,
0056658,ED'S SPAS SOLAR & POOLS INC,SOUTH DAYTONA FL 32119,poolbuildersormondbeach.com,"ED'S SPAS, SOLAR & POOLS, INC.",99,candidate_found,
1335126,ELEVATE ROOFING AND SOLAR LLC,HOLIDAY FL 34691,,,,no_domain_candidate,
0057264,ELEVATE ROOFING AND SOLAR LLC,HOLIDAY FL 34691,,,,no_domain_candidate,
1533120,ELITE SOLAR SYSTEMS LLC,MIAMI FL 33177,,,,no_domain_candidate,
1336974,ENERGY ADVANTAGE ROOF AND SOLAR LLC,DENVER CO 80206,,,,no_domain_candidate,
0057003,ENERGY SMART SOLAR LLC,PEMBROKE PINES FL 33025,,Smart Solar Energy,99,ambiguous_match,
1336692,EPC SOLAR LLC,ASH NC 28420,,"Solar EPC, a service of Momentum Bay",99,ambiguous_match,
1513786,EPIC SOLAR SYSTEMS,ZELLWOOD FL 32798,epicsolarsystems.com,EPIC Solar Systems,99,candidate_found,
0057029,ESA SOLAR ENERGY LLC,MAITLAND FL 32751,,,,no_domain_candidate,
1331189,EVERGREEN ROOFING AND SOLAR,DAYTONA BEACH SHORES FL 32118,,Evergreen Solar and Roofing,99,ambiguous_match,
1335371,EVERGREEN ROOFING AND SOLAR,DAYTONA BEACH SHORES FL 32118,,Evergreen Solar and Roofing,99,ambiguous_match,
0056749,EVERYTHING SOLAR,LONGWOOD FL 32779,poweredbydaylight.com,Everything Solar,99,candidate_found,
0056933,EXCEL SOLAR INC,MELBOURNE FL 32904,,Excel Home Solar,99,ambiguous_match,
1526362,"FIRST SOLAR ELECTRIC, LLC",FENTON MI 48430,,,,no_domain_candidate,
1525201,FIVESTAR ELECTRIC & SOLAR,WINTER GARDEN FL 34787,,,,no_domain_candidate,
0057199,FIX MY SOLAR LLC,WEST PALM BEACH FL 33401,fixmysolar.com,Fix My Solar,99,candidate_found,
0056765,"FL COMMERCIAL SOLAR, LLC.",ST AUGUSTINE FL 32080,,,,no_domain_candidate,
1333668,FL PRO ROOFING AND SOLAR INC.,CORAL SPRINGS FL 33065,,,,no_domain_candidate,
1333431,"FL SCREEN & SOLAR, LLC",HERNANDO FL 34442,,,,no_domain_candidate,
0054485,"FL SOLAR UTILITIES, LLC",MACON GA 31204,,,,no_domain_candidate,
0057127,FLORIDA ELECTRIC & SOLAR LLC,TAMPA FL 33602,,Florida Electric and Solar,99,ambiguous_match,
1428367,FLORIDA PLUMBING & SOLAR LLC,FORT PIERCE FL 34951,keepingsolarsimple.com,FLORIDA PLUMBING & SOLAR LLC,99,candidate_found,
0056894,FLORIDA ROOFING & SOLAR LLC,WESTON FL 33332,,,,no_domain_candidate,
0056934,FLORIDA ROOFING & SOLAR LLC,WESTON FL 33332,,,,no_domain_candidate,
1336080,"FLORIDA SOLAR CONTRACTING, LLC",DELAND FL 32724,,,,no_domain_candidate,
0057330,"FLORIDA SOLAR CONTRACTING, LLC",LAKE MARY FL 32746,,,,no_domain_candidate,
0056956,FLORIDA SOLAR DESIGN GROUP,FORT MYERS FL 33913,floridasolardesigngroup.com,Florida Solar Design Group,99,candidate_found,
0056927,FLORIDA SOLAR EAST LLC,COCOA FL 32926,,,,no_domain_candidate,
0057325,FLORIDA SOLAR FIX LLC,LAKE MARY FL 32746,,,,no_domain_candidate,
0056788,FLORIDA SOLAR ONE INC,SUGARLOAF KEY FL 33052,,,,no_domain_candidate,
0056702,FLORIDA SOLAR PRO L.L.C.,FORT LAUDERDALE FL 33309,,,,no_domain_candidate,
1458189,FLORIDA SOLAR PRO L.L.C.,FORT LAUDERDALE FL 33309,,,,no_domain_candidate,
1817178,FLORIDA SOLAR PRO L.L.C.,FORT LAUDERDALE FL 33309,,,,no_domain_candidate,
131153056,FLORIDA SOLAR PRO L.L.C.,FORT LAUDERDALE FL 33309,,,,no_domain_candidate,
0056696,FLORIDA SOLAR SERVICES LLC,ST AUGUSTINE FL 32086-3808,floridasolarservices.com,Florida Solar Services LLC,99,candidate_found,
0057295,FLORIDA'S BEST SOLAR LLC,ORMOND BEACH FL 32174,,,,no_domain_candidate,
1331581,FLORIDIAN ROOFING & SOLAR,JACKSONVILLE FL 32224,,Floridian Roofing and Solar,99,ambiguous_match,
1427012,FREEDOM PLUMBING & SOLAR INC,SPRING HILL FL 34608,freedomplumbingsolar.com,"FREEDOM PLUMBING & SOLAR, INC",99,candidate_found,
1818566,"FREEDOM SOLAR ENERGY, LLC",SANTA ROSA BEACH FL 32459,freedomsolarenergy.us,Freedom Solar Energy,99,candidate_found,
0056990,"FREEDOM SOLAR ENERGY, LLC",SANTA ROSA BEACH FL 32459,freedomsolarenergy.us,Freedom Solar Energy,99,candidate_found,
0057061,"FREEDOM SOLAR, INC.",MORRISTON FL 32668,freedomsolar.net,"Freedom Solar, Inc",99,candidate_found,
0057142,GAZDA SOLAR LLC,NEW PORT RICHEY FL 34653,,,,no_domain_candidate,
1521450,"GEORGE G. SOLAR & COMPANY, INC.",TAMPA FL 33629,,,,no_domain_candidate,
0056962,GO SOLAR POWER LLC,WEST PALM BEACH FL 33409,gosolarpower.com,Go Solar Power,99,candidate_found,
1264000,GO SOLAR POWER LLC,MELBOURNE FL 32935,gosolarpower.com,Go Solar Power,99,candidate_found,
1332637,GO SOLAR POWER LLC,MELBOURNE FL 32935,gosolarpower.com,Go Solar Power,99,candidate_found,
1334431,GOLD COAST ROOFING AND SOLAR LLC,MIAMI FL 33196,gcroofingsolar.com,Gold Coast Roofing and Solar,99,candidate_found,
1539166,"GOLDBECK SOLAR USA, INC.",ESTERO FL 33929,,,,no_domain_candidate,
0056965,"GOLDIN SOLAR, LLC",MIAMI FL 33133,goldinsolar.com,"Goldin Solar, LLC",99,candidate_found,
0057300,"GOLDIN SOLAR, LLC",VERO BEACH FL 32960,goldinsolar.com,"Goldin Solar, LLC",99,candidate_found,
0056958,GREEN CITY SOLAR LLC,FORT MYERS FL 33905,greencitysolar.us,Green City Solar,99,candidate_found,
0062951,GREEN COAST ROOFING AND SOLAR,NAPLES FL 34110,,,,no_domain_candidate,
1331504,GREEN COAST ROOFING AND SOLAR,NAPLES FL 34110,,,,no_domain_candidate,
1527477,GREEN COAST ROOFING AND SOLAR,FORT MYERS FL 33913,,,,no_domain_candidate,
0057181,GREEN COAST ROOFING AND SOLAR,NAPLES FL 34110,,,,no_domain_candidate,
1335899,GREEN COAST ROOFING AND SOLAR,NAPLES FL 34110,,,,no_domain_candidate,
0057307,GREEN COAST SOLAR LLC,NAPLES FL 34110,,Green Coast Solar & Roofing,99,ambiguous_match,
1265440,"GREEN HOUSE SOLAR AND AIR, INC.",INGLIS FL 34449,,,,no_domain_candidate,
1257074,GREEN SOLAR SOLUTIONS LLC,MOUNT DORA FL 32757-9520,,"Green Solutions Solar & Renovations, Llc",99,ambiguous_match,
1818888,GREEN SOLUTIONS SOLAR & RENOVATIONS LLC,HOLLYWOOD FL 33021,greensolutionsfl.net,"Green Solutions Solar & Renovations, Llc",99,candidate_found,
1525795,GREEN SOLUTIONS SOLAR & RENOVATIONS LLC,MIAMI FL 33179,greensolutionsfl.net,"Green Solutions Solar & Renovations, Llc",99,candidate_found,
1535646,GREEN SOLUTIONS SOLAR AND RENOVATIONS,SUNNY ISLES BEACH FL 33160,,,,no_domain_candidate,
1332028,GREENTEK ROOFING & SOLAR,DOVER FL 33527,,,,no_domain_candidate,
0056709,GUARDIAN SOLAR LLC,HOLIDAY FL 34692,guardiansolar.com,"GUARDIAN SOLAR, LLC",99,candidate_found,
0057169,"GULF COAST SOLAR, LLC",VENICE FL 34292,,,,no_domain_candidate,
1331690,"HD ROOFING & SOLAR, LLC.",LONGWOOD FL 32750,hdroofers.com,HD Roofing & Solar,99,candidate_found,
0057065,HEIGHTS SOLAR INC.,TAMPA FL 33604,,,,no_domain_candidate,
1337046,HELIOS ROOFING AND SOLAR LLC,ORLANDO FL 32808,,,,no_domain_candidate,
0021436,HERE COMES THE SUN-SOLAR ENERGY INC,BOYNTON BEACH FL 33426,herecomesthesunsolarenergyserviceandrepair.com,"HERE COMES THE SUN-SOLAR ENERGY, INC.",99,candidate_found,
0056680,HERE COMES THE SUN-SOLAR ENERGY INC,BOYNTON BEACH FL 33426,herecomesthesunsolarenergyserviceandrepair.com,"HERE COMES THE SUN-SOLAR ENERGY, INC.",99,candidate_found,
1332547,HI LOW ROOFING & SOLAR,WINTER GARDEN FL 34787,,,,no_domain_candidate,
1529815,HI LOW ROOFING & SOLAR,WINTER GARDEN FL 34787,,,,no_domain_candidate,
1430608,"HULK CONSTRUCTION, ROOFING & SOLAR INC",POMPANO BEACH FL 33064,,,,no_domain_candidate,
1428833,HUNTER PLUMBING AND SOLAR SERVICE LLC,ROCKLEDGE FL 32955,,,,no_domain_candidate,
0056732,IGT SOLAR,CRAWFORDVILLE FL 32327,,,,no_domain_candidate,
0057237,IJUBE SOLAR LLC,MARGATE FL 33063,,,,no_domain_candidate,
0057227,INFINITUM SOLAR CORP,ORLANDO FL 32827,,,,no_domain_candidate,
0056776,INNOVATIVE SOLAR NATURE COAST LLC,SUN CITY CENTER FL 33573,,,,no_domain_candidate,
0056714,"JACK'S SOLAR, LLC.",UMATILLA FL 32784,,Jack's Solar Garden,99,ambiguous_match,
0057080,JB SOLAR,INDIALANTIC FL 32903,,,,no_domain_candidate,
0057218,JDMB SOLAR LLC,LAKE HELEN FL 32744,,,,no_domain_candidate,
0056897,JTO ROOFING AND SOLAR,SANFORD FL 32771,,,,no_domain_candidate,
0057140,KALAHARI SOLAR,STUART FL 34997,,Kalahari Solar USA,99,ambiguous_match,
1335546,KALAHARI SOLAR,STUART FL 34997,,Kalahari Solar USA,99,ambiguous_match,
1823802,KAYLON SOLAR & ELECTRICAL SERVICES LLC,ORLANDO FL 32832,,,,no_domain_candidate,
1332460,KRIS KONSTRUCTION QUALITY ROOFING AND SOLAR SOLUTIONS,POMPANO BEACH FL 33062,,,,no_domain_candidate,
1333811,LIGHTNING FAST ROOFING AND SOLAR LLC,TAMPA FL 33604,,,,no_domain_candidate,
1334995,LIGHTNING FAST ROOFING AND SOLAR LLC,CLEARWATER FL 33761,,,,no_domain_candidate,
1270254,LIGHTNING FAST ROOFING AND SOLAR LLC,CLEARWATER FL 33761,,,,no_domain_candidate,
0057116,LIMITLESS SOLAR LLC,HOLLYWOOD FL 33021,limitlesssolar.com,Limitless Solar,99,candidate_found,
1336613,LIMITLESS SOLAR LLC,WEST PARK FL 33023,limitlesssolar.com,Limitless Solar,99,candidate_found,
1267786,LIMITLESS SOLAR LLC,HOLLYWOOD FL 33021,limitlesssolar.com,Limitless Solar,99,candidate_found,
0057101,LOTUS ENERGY & SOLAR,MARLTON NJ 08053,lotusenergy.solar,Lotus Energy & Solar,99,candidate_found,
1527497,LPL SOLAR LLC,FORT LAUDERDALE FL 33316,lplsolar.com,LPL Solar LLC,99,candidate_found,
1530369,LPL SOLAR LLC,SOUTHWEST RANCHES FL 33330,lplsolar.com,LPL Solar LLC,99,candidate_found,
1533035,LUX SOLAR ENERGY LLC,HOBE SOUND FL 33455,,,,no_domain_candidate,
1529971,"LUX SOLAR, INC.",MIAMI FL 33131,inroadlight.com,"Lux-Solar, Inc",99,candidate_found,
1521143,MARTIN A SOLAR CONSULTING INC,TAMPA FL 33629,,,,no_domain_candidate,
1532488,MATCON SOLAR LLC,TAMPA FL 33603,matconsolar.com,Matcon Solar,99,candidate_found,
1335620,MCELFRESH ROOFING AND SOLAR LLC,JACKSONVILLE FL 32258,mcelfreshroofing.com,McElfresh Roofing and Solar,99,candidate_found,
1335059,METHOD ROOFING & SOLAR LLC,APOPKA FL 32703,,,,no_domain_candidate,
0029728,MILLER PLUMBING & SOLAR INC,GRANT VALKARIA FL 32909,,,,no_domain_candidate,
0025586,MIRASOL SOLAR,NOKOMIS FL 34275,mirasolsolar.com,Mirasol Solar,99,candidate_found,
0056687,MIRASOL SOLAR,NOKOMIS FL 34275,mirasolsolar.com,Mirasol Solar,99,candidate_found,
1461089,MIRASOL SOLAR,NOKOMIS FL 34275,mirasolsolar.com,Mirasol Solar,99,candidate_found,
0057248,MIRASOL SOLAR,SARASOTA FL 34232,mirasolsolar.com,Mirasol Solar,99,candidate_found,
1337897,MIRASOL SOLAR,WHITE MARSH MD 21162,mirasolsolar.com,Mirasol Solar,99,candidate_found,
0057059,MITCHELL SOLAR SOLUTIONS LLC,ST. PETERSBURG FL 33710,,,,no_domain_candidate,
1328070,MOMENTUM SOLAR LLC,CLEARWATER FL 33763,momentumsolarinc.com,Momentum Solar Inc.,99,candidate_found,
0057036,MOMENTUM SOLAR LLC,ORLANDO FL 32822,momentumsolarinc.com,Momentum Solar Inc.,99,candidate_found,
0057236,MSM SOLAR LLC,CRESTVIEW FL 32536,,,,no_domain_candidate,
0057305,NATIONAL SOLAR ENERGY LLC,RIVERWOODS IL 60015,,,,no_domain_candidate,
0056819,NEW SOUTH SOLAR SYSTEMS INC,TALLAHASSEE FL 32301,,,,no_domain_candidate,
0055558,NICKS SOLAR AND AIR SYSTEMS INC,JACKSONVILLE FL 32210,,,,no_domain_candidate,
1255748,"NICKS SOLAR AND AIR SYSTEMS, INC.",JACKSONVILLE FL 32220,,,,no_domain_candidate,
0019053,ONE SOLAR,SEBRING FL 33875,,Option One Solar,80,ambiguous_match,
1264051,"ONE-UP SOLAR CONTRACTOR, INC.",CUTLER BAY FL 33157,one-upsolar.com,"ONE-UP SOLAR CONTRACTOR, INC",99,candidate_found,
0057117,"ONE-UP SOLAR CONTRACTOR, INC.",CUTLER BAY FL 33157,one-upsolar.com,"ONE-UP SOLAR CONTRACTOR, INC",99,candidate_found,
0057120,"ONE-UP SOLAR ENERGY, INC.",CUTLER BAY FL 33157,,,,no_domain_candidate,
1334581,"ORIGIN SOLAR, ROOFING AND GENERATORS",MYAKKA CITY FL 34251,,,,no_domain_candidate,
1337210,PANASUN SOLAR,PEMBROKE PINES FL 33029,panasunsolar.com,Panasun Solar,99,candidate_found,
1825200,PANASUN SOLAR,DELTONA FL 32725,panasunsolar.com,Panasun Solar,99,candidate_found,
0057072,"PARROT SOLAR, INC",JACKSONVILLE BEACH FL 32250,parrotsolar.com,"Parrot Solar, Inc.",99,candidate_found,
1326833,PASAT ROOFING AND SOLAR ENERGY,WESTON FL 33326,pasatroofingandsolarenergy.com,Pasat Roofing and Solar Energy,99,candidate_found,
0056636,"PHOTON SOLAR, LLC",LONGWOOD FL 32750,gophotonsolar.com,Photon Solar,99,candidate_found,
1427638,PLATINUM PLUMBING & SOLAR LLC,FELLSMERE FL 32948,platinumplumbingsolar.com,Platinum Plumbing & Solar LLC,99,candidate_found,
0057233,POSITIVE ENERGY SOLAR LLC,FORT MYERS FL 33919,positiveenergysolar.com,Positive Energy Solar,99,candidate_found,
1333483,"POWER ROOFING & SOLAR, LLC",LAKE MARY FL 32746,,Apex Solar Power & Roofing,99,ambiguous_match,
0057344,PPM SOLAR,GAINESVILLE FL 32607,ppm.solar,PPM Solar,99,candidate_found,
0056988,PRECISION SOLAR & POOLS INC,SPRING HILL FL 34609,,,,no_domain_candidate,
1458837,PRECISION SOLAR & POOLS INC,SPRING HILL FL 34609,,,,no_domain_candidate,
0036256,PREMIUM SOLAR LLC,TALLAHASSEE FL 32303,,Premium Solar Patios,93,ambiguous_match,
0056885,PREMIUM SOLAR LLC,TALLAHASSEE FL 32310,,Premium Solar Patios,93,ambiguous_match,
1824493,PREMIUM SOLAR LLC,TALLAHASSEE FL 32303,,Premium Solar Patios,93,ambiguous_match,
0056695,PURE ENERGY SOLAR INTERNATIONAL INC,GAINESVILLE FL 32609,,,,no_domain_candidate,
0049744,"PV CONSTRUCTION, LLC",FORT LAUDERDALE FL 33316,constructionpv.ie,Pv Construction,99,candidate_found,
1265572,"PV CUSTOM HOMES, INC.",PONTE VEDRA BEACH FL 32004,,,,no_domain_candidate,
1430660,PV PLUMBING WATER HEATER SPECIALIST,PONTE VEDRA FL 32081,,,,no_domain_candidate,
1336309,QUALITY PLUS ROOFING SOLAR LLC,LAKE WORTH FL 33467,,,,no_domain_candidate,
0057228,QUALITY SOLAR AND BATTERY INSTALLATIONS INC.,JACKSONVILLE FL 32211,,,,no_domain_candidate,
0057285,"RACK SOLAR, LLC",BOCA RATON FL 33432,racksolar.com,Rack Solar,99,candidate_found,
1334455,"RAIN ROOFING AND SOLAR FL, LLC",MURDOCK FL 33938,,,,no_domain_candidate,
0057154,RAZE SOLAR INC.,ST. AUGUSTINE FL 32084,,,,no_domain_candidate,
1333198,RAZE SOLAR INC.,ST. AUGUSTINE FL 32084,,,,no_domain_candidate,
0054910,RED HOT SOLAR ENERGY INC,LOXAHATCHEE FL 33470,,,,no_domain_candidate,
0057130,"REGION SOLAR, LLC",SARASOTA FL 34243,regionsolar.co,Region Solar,99,candidate_found,
0056964,"REVOLUTION CONTRACTORS ROOFING AND SOLAR, LLC",NEW SMYRNA BEACH FL 32169,revolutioncontractors.com,"Revolution Contractors Roofing and Solar, LLC",99,candidate_found,
1331227,"REVOLUTION CONTRACTORS ROOFING AND SOLAR, LLC",ORLANDO FL 32804,revolutioncontractors.com,"Revolution Contractors Roofing and Solar, LLC",99,candidate_found,
0057297,RFE SOLAR LLC,CLERMONT FL 34711,,,,no_domain_candidate,
0057019,"ROARK SOLAR, LLC",SARASOTA FL 34238,roarksolar.com,"ROARK SOLAR, LLC",99,candidate_found,
1458978,"ROARK SOLAR, LLC",SARASOTA FL 34238,roarksolar.com,"ROARK SOLAR, LLC",99,candidate_found,
0057136,S7 SOLAR,VENICE FL 34292,,,,no_domain_candidate,
0057340,SAILFISH SOLAR LLC,STUART FL 34996-6621,sailfishsolar.com,Sailfish Solar,99,candidate_found,
0057278,SALMO SOLAR ELECTRIC LLC,FRIENDSWOOD TX 77546,,,,no_domain_candidate,
1331427,SECURED ROOFING AND SOLAR,TAVARES FL 32778,securedroofingandsolar.com,Secured Roofing and Solar,99,candidate_found,
1334479,"SECURED ROOFING AND SOLAR OF SW FLORIDA, LLC",TAVARES FL 32778,,,,no_domain_candidate,
0056959,"SILVER SUN SOLAR, LLC",OVIEDO FL 32765,,,,no_domain_candidate,
0056903,"SIMPLER SOLAR SYSTEMS, INC.",TALLAHASSEE FL 32303,simplersolar.com,"Simpler Solar Systems, Inc.",99,candidate_found,
0057018,"SIMPLER SOLAR SYSTEMS, INC.",TALLAHASSEE FL 32303,simplersolar.com,"Simpler Solar Systems, Inc.",99,candidate_found,
0056891,"SIMPLER SOLAR, LLC",TALLAHASSEE FL 32303,simplersolar.com,"SIMPLER SOLAR, LLC",99,candidate_found,
0056836,SMART SOLAR ELECTRIC COMPANY,GAINESVILLE FL 32607,,,,no_domain_candidate,
0057180,SOLAR ACCESS LLC,SUNNY ISLES BEACH FL 33160,,Coalition for Community Solar Access,99,ambiguous_match,
1431796,SOLAR ACCESS LLC,SUNNY ISLES BEACH FL 33160,,Coalition for Community Solar Access,99,ambiguous_match,
1225969,SOLAR ACCESS LLC,SUNNY ISLES BEACH FL 33160,,Coalition for Community Solar Access,99,ambiguous_match,
1533044,SOLAR ACCESS LLC,SUNNY ISLES BEACH FL 33160,,Coalition for Community Solar Access,99,ambiguous_match,
1251111,SOLAR ACCESS LLC,SUNNY ISLES BEACH FL 33160,,Coalition for Community Solar Access,99,ambiguous_match,
